BRAND," MODEL"," VARIANT_TYPE",MODEL_ID," YEAR FROM"," YEAR TO","ORG SKU",SKU,NAME,DESCRIPTION," TIP STYLE"," PIPE Ø (MM)"," PIPE Ø (INCHES)"," EC-APPROVED?"," RACE SYSTEM"," VALVESONIC"," FITTING TIME"," SHIPPING DATA",PRICE
Audi," Coupe"," UR quattro 10v Turbo",,1981,1989," MCXAU101"," MCXAU101-1"," Downpipe-back"," Resonated (quieter). Polished OEM-Style Tips. Requires 4 holes to be drilled into the boot floor to allow fitment of the new Milltek Sport exhaust hangers"," Twin 90mm GT90 ",63.5,2.5," No"," No"," No"," "," Ships in 1 box measuring 120 X 74 X 28 and weighing 25kg.",14738
Audi," Coupe"," UR quattro 10v Turbo",,1981,1989," MCXAU102"," MCXAU102-2"," Downpipe-back"," Resonated (quieter). Cerakote Black OEM-Style Tips. Requires 4 holes to be drilled into the boot floor to allow fitment of the new Milltek Sport exhaust hangers"," Twin 90mm GT90 ",63.5,2.5," No"," No"," No"," "," Ships in 1 box measuring 120 X 74 X 28 and weighing 25kg.",15929
Audi," Coupe"," UR quattro 10v Turbo",,1981,1989," MCXAU103"," MCXAU103-3"," Downpipe-back"," Non-resonated (louder). Cerakote Black OEM-Style Tips. Requires 4 holes to be drilled into the boot floor to allow fitment of the new Milltek Sport exhaust hangers"," Twin 90mm GT90 ",63.5,2.5," No"," No"," No"," "," Ships in 1 box measuring 120 X 74 X 28 and weighing 21kg.",14156
Audi," Coupe"," UR quattro 10v Turbo",,1981,1989," MCXAU104"," MCXAU104-4"," Downpipe-back"," Non-resonated (louder). Polished OEM-Style Tips. Requires 4 holes to be drilled into the boot floor to allow fitment of the new Milltek Sport exhaust hangers"," Twin 90mm GT90 ",63.5,2.5," No"," No"," No"," "," Ships in 1 box measuring 120 X 74 X 28 and weighing 21kg.",12966
Audi," Coupe"," UR quattro 20v Turbo","1376, 1372",1989,1991," MCXAU105"," MCXAU105-5"," Downpipe-back"," Non-resonated (louder). Cerakote Black OEM-Style Tips. Requires 4 holes to be drilled into the boot floor to allow fitment of the new Milltek Sport exhaust hangers"," Twin 90mm GT90 ",63.5,2.5," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 21kg.",14107
Audi," Coupe"," UR quattro 20v Turbo","1376, 1372",1989,1991," MCXAU106"," MCXAU106-6"," Downpipe-back"," Resonated (quieter). Cerakote Black OEM-Style Tips. Requires 4 holes to be drilled into the boot floor to allow fitment of the new Milltek Sport exhaust hangers"," Twin 90mm GT90 ",63.5,2.5," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 23kg.",15879
Audi," Coupe"," UR quattro 20v Turbo","1376, 1372",1989,1991," MCXAU107"," MCXAU107-7"," Downpipe-back"," Resonated (quieter). Polished OEM-Style Tips. Requires 4 holes to be drilled into the boot floor to allow fitment of the new Milltek Sport exhaust hangers"," Twin 90mm GT90 ",63.5,2.5," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 23kg.",14689
Audi," Coupe"," UR quattro 20v Turbo","1376, 1372",1989,1991," MCXAU108"," MCXAU108-8"," Downpipe-back"," Non-resonated (louder). Polished OEM-Style Tips. Requires 4 holes to be drilled into the boot floor to allow fitment of the new Milltek Sport exhaust hangers"," Twin 90mm GT90 ",63.5,2.5," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 21kg.",12917
Audi," Coupe"," UR quattro 10v Turbo",,1981,1989," MCXAU109"," MCXAU109-9"," Downpipe-back"," Resonated (quieter). Titanium OEM-Style Tips. Requires 4 holes to be drilled into the boot floor to allow fitment of the new Milltek Sport exhaust hangers"," Twin 90mm GT90 ",63.5,2.5," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 23kg.",17851
Audi," Coupe"," UR quattro 10v Turbo",,1981,1989," MCXAU110"," MCXAU110-10"," Downpipe-back"," Non-resonated (louder). Titanium OEM-Style Tips. Requires 4 holes to be drilled into the boot floor to allow fitment of the new Milltek Sport exhaust hangers"," Twin 90mm GT90 ",63.5,2.5," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 21kg.",16078
Audi," Coupe"," UR quattro 20v Turbo","1376, 1372",1989,1991," MCXAU111"," MCXAU111-11"," Downpipe-back"," Resonated (quieter). Titanium OEM-Style Tips. Requires 4 holes to be drilled into the boot floor to allow fitment of the new Milltek Sport exhaust hangers"," Twin 90mm GT90 ",63.5,2.5," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 23kg.",17802
Audi," Coupe"," UR quattro 20v Turbo","1376, 1372",1989,1991," MCXAU112"," MCXAU112-12"," Downpipe-back"," Non-resonated (louder). Titanium OEM-Style Tips. Requires 4 holes to be drilled into the boot floor to allow fitment of the new Milltek Sport exhaust hangers"," Twin 90mm GT90 ",63.5,2.5," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 21kg.",16029
"Marketing Products"," Milltek Classic"," POS & Branding",,1992,2022," MCXMKT101"," MCXMKT101-13"," POS & Branding"," Milltek Classic Pack of 3 Brand A5 Notepads"," "," N/A"," N/A"," No"," No"," No"," "," Ships in 1 box measuring 40 X 40 X 10  and weighing 1kg.",177
Peugeot,205," GTi 1.6 and 1.9 (non-cat models)","2315, 2326, 6672, 6671, 2319, 2330, 2310, 2329, 2327, 2309, 2314, 2313, 6668, 2312, 2308",1986,1993," MCXPE101"," MCXPE101-14"," Manifold-back"," "," ",57.15,2.25," No"," No"," No"," 1.00 to 1.00 hours"," Ships in 1 box measuring 130 X 40 X 30 and weighing 19kg.",10194
Volkswagen," Golf"," Mk2 GTI 8v",,1984,1992," MCXVW201"," MCXVW201-15"," Free-flow Manifold"," "," ",41.28,1.63," No"," No"," No"," "," Ships in 1 box measuring 100 X 40 X 30 and weighing 14kg.",7264
Volkswagen," Golf"," Mk2 GTI 8v",,1984,1992," MCXVW202"," MCXVW202-16"," Front Pipe-back"," For fitment to the OE manifold"," Polished ",50.8,2," No"," No"," No"," "," Ships in 1 box measuring 130 X 40 X 30 and weighing 19kg.",12347
Volkswagen," Golf"," Mk2 GTI 8v",,1984,1992," MCXVW203"," MCXVW203-17"," Full System"," "," Polished ",50.8,2," No"," No"," No"," "," Ships in 1 box measuring 130 X 40 X 30 and weighing 27kg.",18999
Volkswagen," Golf"," Mk2 GTi 16v",,1984,1992," MCXVW204"," MCXVW204-18"," Full System"," "," Polished ",50.8,2," No"," No"," No"," "," Ships in 1 box measuring 130 X 40 X 30 and weighing 24kg.",18816
Volkswagen," Golf"," Mk1 GTi",,1976,1983," MCXVW205"," MCXVW205-19"," Manifold-back"," Resonated (quieter) for fitment to the OE Cast Manifold"," Single Skin 60.3mm ",57.15,2.25," No"," No"," No"," 1.50 to 2.00 hours"," Ships in 1 box measuring 100 X 40 X 30 and weighing 22kg.",14602
Volkswagen," Golf"," Mk1 GTi",,1976,1983," MCXVW206"," MCXVW206-20"," Manifold-back"," Non-resonated (louder) for fitment to the OE Cast Manifold"," Single Skin 60.3mm ",57.15,2.25," No"," No"," No"," 1.50 to 2.00 hours"," Ships in 1 box measuring 100 X 40 X 30 and weighing 20kg.",12946
Volkswagen," Golf"," Mk1 GTi",,1976,1983," MCXVW207"," MCXVW207-21"," Downpipe-back"," Resonated (quieter) for fitment to the OE downpipe"," Single Skin 60.3mm ",57.15,2.25," No"," No"," No"," 1.00 to 1.50 hours"," Ships in 1 box measuring 100 X 40 X 30 and weighing 14kg.",11478
Volkswagen," Golf"," Mk1 GTi",,1976,1983," MCXVW208"," MCXVW208-22"," Downpipe-back"," Non-resonated (louder) for fitment to the OE downpipe"," Single Skin 60.3mm ",57.15,2.25," No"," No"," No"," 1.00 to 1.50 hours"," Ships in 1 box measuring 100 X 40 X 30 and weighing 12kg.",9823
Volkswagen," Golf"," Mk1 GTi",,1976,1983," MCXVW209"," MCXVW209-23"," Manifold-back"," Resonated (quieter) for fitment to aftermarket manifold"," Single Skin 60.3mm ",57.15,2.25," No"," No"," No"," 1.50 to 2.00 hours"," Ships in 1 box measuring 100 X 40 X 30 and weighing 14kg.",11591
Volkswagen," Golf"," Mk1 GTi",,1976,1983," MCXVW210"," MCXVW210-24"," Manifold-back"," Non-resonated (louder) for fitment to aftermarket manifold"," Single Skin 60.3mm ",57.15,2.25," No"," No"," No"," 1.50 to 2.00 hours"," Ships in 1 box measuring 100 X 40 X 30 and weighing 20kg.",9935
Volkswagen," Corrado"," G60 1.8",1753,1988,1991," MCXVW211"," MCXVW211-25"," Hi-Flow Sports Cat"," "," ",57.15,2.25," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X30  and weighing 5kg.",6641
Volkswagen," Corrado"," VR6",1755,1988,1991," MCXVW211"," MCXVW211-26"," Hi-Flow Sports Cat"," "," ",57.15,2.25," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X30  and weighing 5kg.",6641
Volkswagen," Corrado"," VR6",1755,1992,1995," MCXVW211"," MCXVW211-27"," Hi-Flow Sports Cat"," "," ",57.15,2.25," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X30  and weighing 5kg.",6641
Volkswagen," Corrado"," VR6",1755,1988,1991," MCXVW212"," MCXVW212-28"," Cat-back"," Resonated (quieter) with Polished Oval Tip - Pre 1992 Models Only"," ",57.15,2.25," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X30 and weighing 15kg.",12193
Volkswagen," Corrado"," VR6",1755,1988,1991," MCXVW213"," MCXVW213-29"," Cat-back"," Resonated (quieter) with Cerakote Black Oval Tip - Pre 1992 Models Only"," ",57.15,2.25," No"," No"," No"," "," Ships in 1 box measuring 100X 40X 30 and weighing 15kg.",12823
Volkswagen," Corrado"," VR6",1755,1988,1991," MCXVW214"," MCXVW214-30"," Cat-back"," Non-resonated (louder) with Polished Oval Tip - Pre 1992 Models Only"," ",57.15,2.25," No"," No"," No"," "," Ships in 1 box measuring 100X 40X 30 and weighing 14kg.",10579
Volkswagen," Corrado"," VR6",1755,1988,1991," MCXVW215"," MCXVW215-31"," Cat-back"," Non-resonated (louder) with Cerakote Black Oval Tip - Pre 1992 Models Only"," ",57.15,2.25," No"," No"," No"," "," Ships in 1 box measuring 100X 40X 30 and weighing 14kg.",11210
Volkswagen," Corrado"," VR6",1755,1992,1995," MCXVW216"," MCXVW216-32"," Cat-back"," Resonated (quieter) with Polished Oval Tip - Post 1992 Models Only"," ",57.15,2.25," No"," No"," No"," "," Ships in 1 box measuring 97X 87 X28  and weighing 17kg.",10170
Volkswagen," Corrado"," VR6",1755,1992,1995," MCXVW217"," MCXVW217-33"," Cat-back"," Resonated (quieter) with Black Oval Tip - Post 1992 Models Only"," ",57.15,2.25," No"," No"," No"," "," Ships in 1 box measuring 97X 87 X28  and weighing 17kg.",10801
Volkswagen," Corrado"," VR6",1755,1992,1995," MCXVW218"," MCXVW218-34"," Cat-back"," Non Resonated (louder) with Black Oval Tip - Post 1992 Models Only"," ",57.15,2.25," No"," No"," No"," "," Ships in 1 box measuring 97X 87 X28  and weighing 15kg.",9187
Volkswagen," Corrado"," VR6",1755,1992,1995," MCXVW219"," MCXVW219-35"," Cat-back"," Non Resonated (louder) with Polished Oval Tip - Post 1992 Models Only"," ",57.15,2.25," No"," No"," No"," "," Ships in 1 box measuring 97X 87 X28  and weighing 15kg.",8556
Volkswagen," Corrado"," G60 1.8",1753,1988,1991," MCXVW220"," MCXVW220-36"," Cat-back"," Resonated (quieter) with Polished Oval Tip"," ",57.15,2.25," No"," No"," No"," "," Ships in 1 box measuring 97X 87 X28  and weighing 17kg.",12181
Volkswagen," Corrado"," G60 1.8",1753,1988,1991," MCXVW221"," MCXVW221-37"," Cat-back"," Resonated (quieter) with Cerakote Black Oval Tip"," ",57.15,2.25," No"," No"," No"," "," Ships in 1 box measuring 97X 87 X28  and weighing 17kg.",12811
Volkswagen," Corrado"," G60 1.8",1753,1988,1991," MCXVW222"," MCXVW222-38"," Cat-back"," Non-resonated (louder) with Polished Oval Tip"," ",57.15,2.25," No"," No"," No"," "," Ships in 1 box measuring 97X 87 X28  and weighing 15kg.",10567
Volkswagen," Corrado"," G60 1.8",1753,1988,1991," MCXVW223"," MCXVW223-39"," Cat-back"," Non-resonated (louder) with Cerakote Black Oval Tip"," ",57.15,2.25," No"," No"," No"," "," Ships in 1 box measuring 97X 87 X28  and weighing 15kg.",11197
"Alfa Romeo"," Giulia"," Quadrifoglio 2.9 V6 Bi-Turbo (Non OPF/GPF Models)","138152, 119608, 139651",2017,2022," SSXAR001"," SSXAR001-40"," Front Pipe-back"," Valved with GT-100 Polished Trims"," Quad 100mm GT100 ",70,2.76," No"," No"," No"," "," Ships in 2 boxes. Box 1: 97X 87 X28  at 18kg. Box 2: 130X 40 X30 at 12kg.",31026
"Alfa Romeo"," Giulia"," Quadrifoglio 2.9 V6 Bi-Turbo (Non OPF/GPF Models)","138152, 119608, 139651",2017,2022," SSXAR002"," SSXAR002-41"," Front Pipe-back"," Valved with GT-100 Cerakote Trims"," Quad 100mm GT100 ",70,2.76," No"," No"," No"," "," Ships in 2 boxes. Box 1: 97X 87 X28  at 18kg. Box 2: 130X 40 X30 at 12kg.",31026
"Alfa Romeo"," Giulia"," Quadrifoglio 2.9 V6 Bi-Turbo (Non OPF/GPF Models)","138152, 119608, 139651",2017,2022," SSXAR003"," SSXAR003-42"," Front Pipe-back"," Valved with GT-100 Titanium Trims"," Quad 100mm GT100 ",70,2.76," No"," No"," No"," "," Ships in 2 boxes. Box 1: 97X 87 X28  at 18kg. Box 2: 130X 40 X30 at 12kg.",35307
"Alfa Romeo"," Giulia"," Quadrifoglio 2.9 V6 Bi-Turbo (Non OPF/GPF Models)","138152, 119608, 139651",2017,2022," SSXAR004"," SSXAR004-43"," Front Pipe-back"," with GT-100 Burnt Titanium Trims"," Quad 100mm GT100 ",70,2.76," No"," No"," No"," "," Ships in 2 boxes. Box 1: 97X 87 X28  at 18kg. Box 2: 130X 40 X30 at 12kg.",39727
"Alfa Romeo"," Giulia"," Quadrifoglio 2.9 V6 Bi-Turbo (Non OPF/GPF Models)","138152, 119608, 139651",2017,2022," SSXAR005"," SSXAR005-44"," Front Pipe-back"," with Jet-100 Carbon Trims"," 102 Jet ",70,2.76," No"," No"," No"," "," Ships in 2 boxes. Box 1: 97X 87 X28 at 18kg. Box 2: 130X 40 X30 at 12kg.",34581
"Alfa Romeo"," Giulia"," Quadrifoglio 2.9 V6 Bi-Turbo (Non OPF/GPF Models)","138152, 119608, 139651",2017,2022," SSXAR006"," SSXAR006-45"," Cat-back"," Valved with GT-100 Polished Trims"," Quad 100mm GT100 ",70,2.76," No"," No"," No"," "," Ships in 2 boxes. Box 1: 97X 87 X28  at 25kg. Box 2: 130X 40 X30 at 17kg.",39162
"Alfa Romeo"," Giulia"," Quadrifoglio 2.9 V6 Bi-Turbo (Non OPF/GPF Models)","138152, 119608, 139651",2017,2022," SSXAR007"," SSXAR007-46"," Cat-back"," Valved with GT-100 Cerakote Trims"," Quad 100mm GT100 ",70,2.76," No"," No"," No"," "," Ships in 2 boxes. Box 1: 97X 87 X28  at 25kg. Box 2: 130X 40 X30 at 17kg.",39162
"Alfa Romeo"," Giulia"," Quadrifoglio 2.9 V6 Bi-Turbo (Non OPF/GPF Models)","138152, 119608, 139651",2017,2022," SSXAR008"," SSXAR008-47"," Cat-back"," Valved with GT-100 Titantium Trims"," Quad 100mm GT100 ",70,2.76," No"," No"," No"," "," Ships in 2 boxes. Box 1: 97X 87 X28  at 25kg. Box 2: 130X 40 X30 at 17kg.",43444
"Alfa Romeo"," Giulia"," Quadrifoglio 2.9 V6 Bi-Turbo (Non OPF/GPF Models)","138152, 119608, 139651",2017,2022," SSXAR009"," SSXAR009-48"," Cat-back"," Valved with GT-100 Burnt Titanium Trims"," Quad 100mm GT100 ",70,2.76," No"," No"," No"," "," Ships in 2 boxes. Box 1: 97X 87 X28  at 25kg. Box 2: 130X 40 X30 at 17kg.",47864
"Alfa Romeo"," Giulia"," Quadrifoglio 2.9 V6 Bi-Turbo (Non OPF/GPF Models)","138152, 119608, 139651",2017,2022," SSXAR010"," SSXAR010-49"," Cat-back"," Valved with Jet-100 Carbon Trims"," 102 Jet ",70,2.76," No"," No"," No"," "," Ships in 2 boxes. Box 1: 97X 87 X28 at 22kg. Box 2: 130X 40 X30  at 16kg.",42718
"Alfa Romeo"," Giulia"," Quadrifoglio 2.9 V6 Bi-Turbo (Non OPF/GPF Models)","138152, 119608, 139651",2017,2022," SSXAR11"," SSXAR11-50"," Active Valve Control"," "," "," N/A"," N/A"," No"," No"," No"," "," Ships in 1 box measuring 40 X 40 X 10  and weighing 1kg.",8229
"Alfa Romeo"," Stelvio"," Quadrifoglio 2.9 V6 Bi-Turbo","138149, 129130",2018,2022," SSXAR11"," SSXAR11-51"," Active Valve Control"," "," "," N/A"," N/A"," No"," No"," No"," "," Ships in 1 box measuring 40 X 40 X 10  and weighing 1kg.",8229
"Alfa Romeo"," Giulia"," Quadrifoglio 2.9 V6 Bi-Turbo (Non OPF/GPF Models)","138152, 119608, 139651",2017,2022," SSXAR12"," SSXAR12-52"," Front Pipe-back"," EC Approved - Valved with GT-100 Polished Trims"," Quad 100mm GT100 ",70,2.76," Yes"," No"," No"," "," Ships in 2 boxes. Box 1: 130 X 40 X 30  at 20kg. Box 2: 97 X 87 X 28 at 14kg.",33798
"Alfa Romeo"," Giulia"," Quadrifoglio 2.9 V6 Bi-Turbo (Non OPF/GPF Models)","138152, 119608, 139651",2017,2022," SSXAR13"," SSXAR13-53"," Front Pipe-back"," EC Approved - Valved with GT-100 Cerakote Trims"," Quad 100mm GT100 ",70,2.76," Yes"," No"," No"," "," Ships in 2 boxes. Box 1: 130 X 40 X 30  at 20kg. Box 2: 97 X 87 X 28 at 14kg.",33798
"Alfa Romeo"," Giulia"," Quadrifoglio 2.9 V6 Bi-Turbo (Non OPF/GPF Models)","138152, 119608, 139651",2017,2022," SSXAR14"," SSXAR14-54"," Front Pipe-back"," EC Approved - Valved with GT-100 Titanium Trims"," Quad 100mm GT100 ",70,2.76," Yes"," No"," No"," "," Ships in 2 boxes. Box 1: 130 X 40 X 30  at 20kg. Box 2: 97 X 87 X 28 at 14kg.",38079
"Alfa Romeo"," Giulia"," Quadrifoglio 2.9 V6 Bi-Turbo (Non OPF/GPF Models)","138152, 119608, 139651",2017,2022," SSXAR15"," SSXAR15-55"," Front Pipe-back"," EC Approved - Valved with GT-100 Burnt Titanium Trims"," Quad 100mm GT100 ",70,2.76," Yes"," No"," No"," "," Ships in 2 boxes. Box 1: 130 X 40 X 30  at 20kg. Box 2: 97 X 87 X 28 at 14kg.",42499
"Alfa Romeo"," Giulia"," Quadrifoglio 2.9 V6 Bi-Turbo (Non OPF/GPF Models)","138152, 119608, 139651",2017,2022," SSXAR16"," SSXAR16-56"," Front Pipe-back"," EC Approved - Valved with Jet-100 Carbon Trims"," 102 Jet ",70,2.76," Yes"," No"," No"," "," Ships in 2 boxes. Box 1: 130 X 40 X 30  at 20kg. Box 2: 97 X 87 X 28 at 14kg.",37353
"Alfa Romeo"," Giulia"," 2.0T Veloce (Non Q4 Models & Non OPF/GPF Models)","121146, 121698",2017,2022," SSXAR17"," SSXAR17-57"," Cat-back"," Cat Back Non Res / Non-Valved"," ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 24kg.",17994
"Alfa Romeo"," Giulia"," 2.0T Veloce (Non Q4 Models & Non OPF/GPF Models)","121146, 121698",2017,2022," SSXAR18"," SSXAR18-58"," Cat-back"," Cat Back Non Res / Valved (Includes Valve Controller with Remote)"," ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 24kg.",24419
Audi," RS4"," B5 V6 Bi-Turbo Avant",,2000,2002," SSXAU002"," SSXAU002-59"," Cat-back"," Resonated. For fitment to OEM Catalysts"," Pulse ",63.5,2.5," Yes"," No"," No"," "," Ships in 1 box measuring 150 X 45 X 36 and weighing 28kg.",17023
Audi," A4"," 1.8T B6 quattro Saloon - Avant 163BHP (5 speed)","18406, 16884",2001,2005," SSXAU033"," SSXAU033-60"," Cat-back"," with 90mm detachable trims"," Dual 90mm Jet ",63.5,2.5," No"," No"," No"," "," Ships in 1 box measuring 150 x 45 x 36 and weighing 31kg.",14448
Audi," A4"," 1.8T B6 quattro Saloon - Avant 190BHP (6 speed)",17149,2003,2005," SSXAU034"," SSXAU034-61"," Cat-back"," with 90mm detachable trims"," Dual 90mm Jet ",63.5,2.5," No"," No"," No"," "," Ships in 1 box measuring 150 X 45 X 36 and weighing 30kg.",14448
Audi," S4"," 4.2 V8 quattro B6 Saloon/Sedan Avant & Cabriolet",,2003,2005," SSXAU038"," SSXAU038-62"," Cat-back"," Non-resonated (louder)"," 100mm Jet ",57.15,2.25," No"," No"," No"," "," Ships in 1 box measuring 150 x 45 x 36 and weighing 26kg.",13759
Audi," A3"," 2.0T FSI quattro 5 door SportBack",120617,2004,2012," SSXAU044"," SSXAU044-63"," Turbo-back including Hi-Flow Sports Cat"," Resonated (Quieter).  Requires a Stage 2 ECU remap"," Twin 76.2mm Jet ",69.85,2.75," No"," No"," No"," "," Ships in 1 box measuring 120 X 74 X 28 and weighing 28kg.",21649
Audi," S4"," 4.2 V8 quattro B7 Saloon/Sedan Avant & Cabriolet",,2004,2009," SSXAU046"," SSXAU046-64"," Cat-back"," Resonated / Quad 76.2mm Tailpipes"," Twin 76.2mm Special ",57.15,2.25," No"," No"," No"," 1.50 to 2.00 hours"," Ships in 1 box measuring 150 x 45 x 36 and weighing 28kg.",16298
Audi," S4"," 4.2 V8 quattro B7 Saloon/Sedan Avant & Cabriolet",,2004,2009," SSXAU048"," SSXAU048-65"," Cat-back"," Non-Resonated / Quad 76.2mm Tailpipes"," Twin 76.2mm Special ",57.15,2.25," No"," No"," No"," 1.50 to 2.00 hours"," Ships in 1 box measuring 150 x 45 x 36 and weighing 28kg.",14906
Audi," A4"," 2.0 TFSI B7 quattro and DTM","19826, 18408, 18939, 18372",2005,2008," SSXAU049"," SSXAU049-66"," Cat-back"," 100mm Tailpipes. Manual models only"," Dual 100mm Jet ",63.5,2.5," No"," No"," No"," "," Ships in 1 box measuring 150 x 45 x 36 and weighing 31kg.",14628
Audi," RS4"," B7 4.2 V8 Saloon Avant and Cabriolet",,2006,2008," SSXAU060"," SSXAU060-67"," Cat-back"," Resonated. Without Valves in the rear silencers. Polished Oval Trims"," Special 224 Special 225 ",60,2.36," No"," No"," No"," 1.50 to 2.00 hours"," Ships in 1 box measuring 130 X 40 X 30 and weighing 35kg.",21797
Audi," RS4"," B7 4.2 V8 Saloon Avant and Cabriolet",,2006,2008," SSXAU060BLK"," SSXAU060BLK-68"," Cat-back"," Resonated. Including Satin Sheen Black Tips but excluding exhaust valves"," Satin Sheen Black Tip Satin Sheen Black Tip ",60,2.36," No"," No"," No"," 1.50 to 2.00 hours"," Ships in 1 box measuring 130 X 40 X 30 and weighing 32kg.",22460
Audi," RS4"," B7 4.2 V8 Saloon Avant and Cabriolet",,2006,2008," SSXAU061"," SSXAU061-69"," Cat-back"," Resonated. Including Exhaust Valves. Polished Oval Trims"," Special 224 Special 225 ",60,2.36," Yes"," No"," No"," 1.50 to 2.00 hours"," Ships in 1 box measuring 150 x 45 x 36 and weighing 34kg.",32114
Audi," RS4"," B7 4.2 V8 Saloon Avant and Cabriolet",,2006,2008," SSXAU062BLK"," SSXAU062BLK-70"," Cat-back"," Non-resonated. Including Satin Sheen Black Tips but excluding exhaust valves"," Satin Sheen Black Tip Satin Sheen Black Tip ",60,2.36," No"," No"," No"," 1.50 to 2.00 hours"," Ships in 1 box measuring 150 x 45 x 36 and weighing 29kg.",19182
Audi," A3"," 1.9 TDI 90 / 100 / 110 / 130 BHP","5603, 15899, 7378, 15011",1996,2004," SSXAU080"," SSXAU080-71"," Cat-back"," Non-resonated (louder - recommended on Diesels)"," Twin 50.8mm Discrete ",63.5,2.5," No"," No"," No"," "," Ships in 1 box measuring 100 X 40 X 30 and weighing 15kg.",7126
Audi," A3"," 1.9 TDI 90 / 100 / 110 / 130 BHP","5603, 15899, 7378, 15011",1996,2004," SSXAU081"," SSXAU081-72"," Cat-back"," Resonated (quieter)"," Twin 50.8mm Discrete ",63.5,2.5," No"," No"," No"," "," Ships in 1 box measuring 100 X 40 X 30 and weighing 17kg.",7651
Audi," A3"," 2.0T FSI quattro 5 door SportBack",120617,2004,2012," SSXAU087"," SSXAU087-73"," Turbo-back including Hi-Flow Sports Cat"," Non-resonated (louder). Requires a Stage 2 ECU remap"," Twin 76.2mm Jet ",69.85,2.75," No"," No"," No"," 3.00 to 3.50 hours Propshaft requires unbolting from transmition for removal and installation."," Ships in 1 box measuring 120 X 74 X 28 and weighing 29kg.",20010
Audi," A4"," 1.8T B6 quattro Saloon - Avant 163BHP (5 speed)","18406, 16884",2001,2005," SSXAU089"," SSXAU089-74"," Cat-back"," with 100mm detachable trims"," Dual 100mm Jet ",63.5,2.5," No"," No"," No"," "," Ships in 1 box measuring 150 x 45 x 36 and weighing 31kg.",14564
Audi," A4"," 1.8T B6 quattro Cabriolet",17323,2001,2005," SSXAU090"," SSXAU090-75"," Cat-back"," Resonated (quieter)"," Dual 100mm Jet ",63.5,2.5," No"," No"," No"," "," Ships in 1 box measuring 130 X 40 X 30 and weighing 27kg.",14564
Audi," A4"," 1.8T B6 quattro Saloon - Avant 190BHP (6 speed)",17149,2003,2005," SSXAU090"," SSXAU090-76"," Cat-back"," with 100mm detachable trims"," Dual 100mm Jet ",63.5,2.5," No"," No"," No"," "," Ships in 1 box measuring 130 X 40 X 30 and weighing 27kg.",14564
Audi," A4"," 1.8T B7 quattro Saloon - Avant","18406, 17149, 16884, 16464, 11347, 5314",2005,2008," SSXAU094"," SSXAU094-77"," Cat-back"," with 100mm detachable trims"," Dual 100mm Jet ",63.5,2.5," No"," No"," No"," "," Ships in 2 boxes. Box 1: 150 X 45 X 36 at 30kg. Box 2: 100 X 40 X 30 at 32kg.",14588
Audi," A4"," 3.0 V6 B6 quattro Saloon Avant & Cabriolet",,2001,2005," SSXAU100"," SSXAU100-78"," Cat-back"," "," 100mm Jet ",57.15,2.25," No"," No"," No"," "," Ships in 1 box measuring 150 x 45 x 36 and weighing 29kg.",15150
Audi," S4"," 4.2 V8 quattro B6 Saloon/Sedan Avant & Cabriolet",,2003,2005," SSXAU100"," SSXAU100-79"," Cat-back"," Resonated (quieter)"," 100mm Jet ",57.15,2.25," No"," No"," No"," "," Ships in 1 box measuring 150 x 45 x 36 and weighing 29kg.",15150
Audi," RS4"," B7 4.2 V8 Saloon Avant and Cabriolet",,2006,2008," SSXAU116"," SSXAU116-80"," Cat-back"," Non-resonated. Including Exhaust Valves. Polished Oval Trims"," Special 224 Special 225 ",60,2.36," No"," No"," No"," 1.50 to 2.00 hours"," Ships in 1 box measuring 150 X 45 X 36 and weighing 31kg.",28835
Audi," RS4"," B7 4.2 V8 Saloon Avant and Cabriolet",,2006,2008," SSXAU117"," SSXAU117-81"," Cat-back"," Non-resonated. Without Exhaust Valves. Polished Oval Trims"," Special 224 Special 225 ",60,2.36," No"," No"," No"," 1.50 to 2.00 hours"," Ships in 1 box measuring 150 X 45 X 36 and weighing 29kg.",18519
Audi," S3"," 1.8T quattro 8L",,1998,2003," SSXAU120"," SSXAU120-82"," Cat-back"," Non-resonated (louder)"," Twin 76.2mm Special ",69.85,2.75," No"," No"," No"," "," Ships in 2 boxes. Box 1: 97 X 87 X 28  at 15kg. Box 2: 150 X 26 X 22  at 7kg.",9912
