BRAND," MODEL"," VARIANT_TYPE",MODEL_ID," YEAR FROM"," YEAR TO","ORG SKU",SKU,NAME,DESCRIPTION," TIP STYLE"," PIPE Ø (MM)"," PIPE Ø (INCHES)"," EC-APPROVED?"," RACE SYSTEM"," VALVESONIC"," FITTING TIME"," SHIPPING DATA",PRICE
Ford," Focus"," Mk3 RS 2.3-litre EcoBoost 4wd 5-Door Hatchback",17012,2016,2018," SSXFD184"," SSXFD184-1542"," Cat-back"," Non-Res with Cerakote GT-115 Trims"," Dual 115mm GT115B ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 25kg.",21569
Ford," Focus"," Mk3 RS 2.3-litre EcoBoost 4wd 5-Door Hatchback",17012,2016,2018," SSXFD185"," SSXFD185-1543"," Cat-back"," Non-Res with Titanium GT-115 Trims"," Dual GT115 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 28kg.",23242
Ford," Focus"," Mk3 RS 2.3-litre EcoBoost 4wd 5-Door Hatchback",17012,2016,2018," SSXFD186"," SSXFD186-1544"," Cat-back"," Non-Res with Burnt Titanium GT-115 Trims"," Dual GT115 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120 X 74 X 28 and weighing 24kg.",24125
Ford," Focus"," Mk3 RS 2.3-litre EcoBoost 4wd 5-Door Hatchback",17012,2016,2018," SSXFD187"," SSXFD187-1545"," Cat-back"," EC Approved - Resonated with Burnt Titanium GT-115 Trims"," Dual GT115 ",76.2,3," Yes"," No"," No"," "," Ships in 1 box measuring 120 X 74 X 28 and weighing 24kg.",25893
Ford," Focus"," Mk3 RS 2.3-litre EcoBoost 4wd 5-Door Hatchback",17012,2016,2018," SSXFD188"," SSXFD188-1546"," Cat-back"," EC Approved - Resonated with Titanium GT-115 Trims"," Dual GT115 ",76.2,3," Yes"," No"," No"," "," Ships in 1 box measuring 120 X 74 X 28  and weighing 24kg.",25010
Ford," Focus"," Mk3 RS 2.3-litre EcoBoost 4wd 5-Door Hatchback",17012,2016,2018," SSXFD189"," SSXFD189-1547"," Cat-back"," EC Approved - Resonated with Cerakote Black GT-115 Trims"," Dual 115mm GT115B ",76.2,3," Yes"," No"," No"," "," Ships in 1 box measuring 120 X 74 X 28 and weighing 24kg.",23337
Ford," Focus"," Mk3 RS 2.3-litre EcoBoost 4wd 5-Door Hatchback",17012,2016,2018," SSXFD190"," SSXFD190-1548"," Cat-back"," EC Approved - Resonated with Polished GT-115 Trims"," Dual GT115 ",76.2,3," Yes"," No"," No"," "," Ships in 1 box measuring 120 X 74 X 28 and weighing 24kg.",21314
Ford," Focus"," MK2 RS 2.5T 305PS",17012,2009,2010," SSXFD191"," SSXFD191-1549"," Cat-back"," Race Cat Back Non Res with DTM Polished Trims"," Dual DTM ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120 X 74 X 28  and weighing 25kg.",12726
Ford," Focus"," Mk3 RS 2.3-litre EcoBoost 4wd 5-Door Hatchback",17012,2016,2018," SSXFD192"," SSXFD192-1550"," Large Bore Downpipe and Hi-Flow Sports Cat"," Large Bore Downpipe with 200 Cell High Flow Cat. Requires Stage 2 ECU Remap. For fitment to Milltek Sport Cat Back Only",76.2,76.2,3," No"," No"," No"," "," Ships in 1 box measuring 100 X 40 X 30 and weighing 8kg.",12362
Ford," Focus"," Mk3 RS 2.3-litre EcoBoost 4wd 5-Door Hatchback",17012,2016,2018," SSXFD193"," SSXFD193-1551"," Large Bore Downpipe and Hi-Flow Sports Cat"," Large Bore Downpipe with 200 Cell High Flow Cat. Requires Stage 2 ECU Remap. For fitment to OE Cat Back Only",76.2,76.2,3," No"," No"," No"," "," Ships in 1 box measuring 100 X 40 X 30 and weighing 8kg.",12682
Ford," Focus"," Mk3 RS 2.3-litre EcoBoost 4wd 5-Door Hatchback",17012,2016,2018," SSXFD194"," SSXFD194-1552"," Large-bore Downpipe and De-cat"," Large Bore Downpipe with Decat. Requires Stage 2 ECU Remap. For fitment to OE Cat Back Only",76.2,76.2,3," No"," Yes"," No"," "," Ships in 1 box measuring 100 X 40 X 30 and weighing 8kg.",3818
Ford," Focus"," Mk3 RS 2.3-litre EcoBoost 4wd 5-Door Hatchback",17012,2016,2018," SSXFD195"," SSXFD195-1553"," Large-bore Downpipe and De-cat"," Large Bore Downpipe with Decat. Requires Stage 2 ECU Remap. For fitment to Milltek Sport Cat Back Only",76.2,76.2,3," No"," Yes"," No"," "," Ships in 1 box measuring 100 X 40 X 30  and weighing 8kg.",3498
Ford," Fiesta"," Mk7/Mk7.5 ST 1.6 litre EcoBoost 182PS & ST200",107028,2013,2017," SSXFD196"," SSXFD196-1554"," Cat-back"," Non-resonated (louder) with Burnt Titanium Tips"," GT-80 ",69.85,2.75," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 20kg.",12682
Ford," Fiesta"," Mk7/Mk7.5 ST 1.6 litre EcoBoost 182PS & ST200",107028,2013,2017," SSXFD197"," SSXFD197-1555"," Cat-back"," Resonated (quieter) with Burnt Titanium Tips. EC-Approved"," GT-80 ",69.85,2.75," Yes"," No"," No"," "," Ships in 1 box measuring 130X 40 X30  and weighing 20kg.",14571
Ford," Fiesta"," Mk7/Mk7.5 ST 1.6 litre EcoBoost 182PS & ST200",107028,2013,2017," SSXFD198"," SSXFD198-1556"," Cat-back"," Race system. Non-resonated (louder) with Burnt Titanium Tips"," GT-80 ",69.85,2.75," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30  and weighing 20kg.",12797
Ford," Fiesta"," Mk7/Mk7.5 ST 1.6 litre EcoBoost 182PS & ST200",107028,2013,2017," SSXFD199"," SSXFD199-1557"," Cat-back"," Race system. Resonated (quieter) with Burnt Titanium Tips"," GT-80 ",69.85,2.75," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 20kg.",14686
Ford," Fiesta"," Mk7/Mk7.5 ST 1.6 litre EcoBoost 182PS & ST200",107028,2013,2017," SSXFD200"," SSXFD200-1558"," Additional parts"," Not for Road Use Designed for Motorsport / Race Applications only to be fitted with Milltek Sport Centre Sections only"," ",70,2.76," No"," Yes"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 12kg.",2384
Ford," Focus"," Mk3 ST 2.0-litre TDCi 5-Door Hatchback (Diesel)",,2012,2018," SSXFD201"," SSXFD201-1559"," Cat-back"," with Polished GT-100 Trims"," Dual GT100 ",70,2.76," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X30  and weighing 13kg.",8272
Ford," Focus"," Mk3 ST 2.0-litre TDCi 5-Door Hatchback (Diesel)",,2012,2018," SSXFD202"," SSXFD202-1560"," Cat-back"," with Cerakote Black GT-100 Trims"," Dual GT100 ",70,2.76," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X30 and weighing 13kg.",8272
Ford," Focus"," Mk3 ST 2.0-litre TDCi 5-Door Hatchback (Diesel)",,2012,2018," SSXFD203"," SSXFD203-1561"," Cat-back"," with Titainium GT-100 Trims"," Dual 100mm GT100 ",70,2.76," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X30 and weighing 13kg.",10412
Ford," Focus"," Mk3 ST 2.0-litre TDCi 5-Door Hatchback (Diesel)",,2012,2018," SSXFD204"," SSXFD204-1562"," Cat-back"," with Burnt Titanium GT-100 Trims"," GT-100 ",70,2.76," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X30 and weighing 13kg.",12622
Ford," Focus"," Mk3 ST 2.0-litre TDCi 5-Door Estate / Sedan / Limosine (Diesel)",,2012,2018," SSXFD205"," SSXFD205-1563"," Cat-back"," with Burnt Titanium GT-100 Trims"," GT-100 ",70,2.76," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X30 and weighing 13kg.",12622
Ford," Focus"," Mk3 ST 2.0-litre TDCi 5-Door Estate / Sedan / Limosine (Diesel)",,2012,2018," SSXFD206"," SSXFD206-1564"," Cat-back"," with Titainium GT-100 Trims"," Dual 100mm GT100 ",70,2.76," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X30  and weighing 13kg.",10412
Ford," Focus"," Mk3 ST 2.0-litre TDCi 5-Door Estate / Sedan / Limosine (Diesel)",,2012,2018," SSXFD207"," SSXFD207-1565"," Cat-back"," with Cerakote Black GT-100 Trims"," Dual GT100 ",70,2.76," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X30 and weighing 13kg.",8272
Ford," Focus"," Mk3 ST 2.0-litre TDCi 5-Door Estate / Sedan / Limosine (Diesel)",,2012,2018," SSXFD208"," SSXFD208-1566"," Cat-back"," with Polished GT-100 Trims"," Dual GT100 ",70,2.76," No"," No"," No"," "," Ships in 1 box measuring 100X 40X 30 and weighing 15kg.",8272
Ford," Focus"," Mk3 ST 2.0-litre EcoBoost 5-Door Hatchback",,2012,2018," SSXFD210"," SSXFD210-1567"," HJS Tuning ECE Downpipes"," EC-Approved. Can be fitted with the Milltek Sport or OE cat-back system"," ",70,2.76," Yes"," No"," No"," "," Ships in 1 box measuring 62 X 50 X 28  and weighing 8kg.",20723
Ford," Focus"," Mk3 ST 2.0-litre EcoBoost Estate / Sedan / Limosine",,2012,2018," SSXFD210"," SSXFD210-1568"," HJS Tuning ECE Downpipes"," EC-Approved. Can be fitted with the Milltek Sport or OE cat-back system"," ",70,2.76," Yes"," No"," No"," "," Ships in 1 box measuring 62 X 50 X 28  and weighing 8kg.",20723
Ford," Focus"," Mk3 RS 2.3-litre EcoBoost 4wd 5-Door Hatchback",17012,2016,2018," SSXFD211"," SSXFD211-1569"," HJS Tuning ECE Downpipes"," Large Bore Downpipe with 200 Cell High Flow ECE Cat"," ",76.2,3," Yes"," No"," No"," "," Ships in 1 box measuring 62 X 50 X 28  and weighing 8kg.",21161
Ford," Fiesta"," Mk7/Mk7.5 1.0T EcoBoost (100/125/140PS) ","131963, 127518, 126555, 58968, 58967",2013,2017," SSXFD212"," SSXFD212-1570"," Cat-back"," Resonated (quieter). Burnt Titanium Tips. Requires Fiesta Zetec S rear valance (part number 1833264) available from your local Ford dealer"," GT-80 ",60.3,2.37," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30  and weighing 21kg.",15276
Ford," Fiesta"," Mk7/Mk7.5 1.0T EcoBoost (100/125/140PS) ","131963, 127518, 126555, 58968, 58967",2013,2017," SSXFD213"," SSXFD213-1571"," Cat-back"," Non-resonated (louder). Burnt Titanium Tips. Requires Fiesta Zetec S rear valance (part number 1833264) available from your local Ford dealer"," GT-80 ",60.3,2.37," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30  and weighing 25kg.",13443
Ford," Mustang"," 5.0 V8 GT (Fastback)",,2015,2018," SSXFD218"," SSXFD218-1572"," Cat-back"," Dual Outlet Non Res (Louder) with Titanium GT-100 Tips"," 100mm GT-100 ",70,2.76," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 22kg.",24726
Ford," Mustang"," 5.0 V8 GT (Fastback)",,2015,2018," SSXFD219"," SSXFD219-1573"," Cat-back"," Dual Outlet Non Res (Louder) with Burnt Titanium GT-100 Tips"," 100mm GT-100 ",70,2.76," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 22kg.",25697
Ford," Mustang"," 5.0 V8 GT (Fastback)",,2015,2018," SSXFD220"," SSXFD220-1574"," Cat-back"," Dual Outlet Resonated (Quieter) with Titanium GT-100 Tips (EC Approved)"," 100mm GT-100 ",70,2.76," Yes"," No"," No"," "," Ships in 1 box measuring 150X 45 X36  and weighing 27kg.",25510
Ford," Mustang"," 5.0 V8 GT (Fastback)",,2015,2018," SSXFD221"," SSXFD221-1575"," Cat-back"," Dual Outlet Resonated (Quieter) with Burnt Titanium GT-100 Tips (EC Approved)"," 100mm GT-100 ",70,2.76," Yes"," No"," No"," "," Ships in 1 box measuring 150X 45 X36  and weighing 27kg.",26482
Ford," Mustang"," 2.3 EcoBoost (Fastback)",,2015,2018," SSXFD222"," SSXFD222-1576"," Cat-back"," Dual Outlet Non Resonated with GT-100 Titanium Trims"," 100mm GT-100 ",70,2.76," No"," No"," No"," "," Ships in 1 box measuring 150X 45 X36  and weighing 20kg.",23431
Ford," Mustang"," 2.3 EcoBoost (Fastback)",,2015,2018," SSXFD223"," SSXFD223-1577"," Cat-back"," Dual Outlet Non Resonated with GT-100 Burnt Titanium Trims"," 100mm GT-100 ",70,2.76," No"," No"," No"," "," Ships in 1 box measuring 150X 45 X36  and weighing 20kg.",24403
Ford," Mustang"," 2.3 EcoBoost (Fastback)",,2015,2018," SSXFD224"," SSXFD224-1578"," Cat-back"," Dual Outlet Resonated with GT-100 Titanium Trims (EC Approved)"," 100mm GT-100 ",70,2.76," Yes"," No"," No"," "," Ships in 1 box measuring 150X 45 X36  and weighing 28kg.",24652
Ford," Mustang"," 2.3 EcoBoost (Fastback)",,2015,2018," SSXFD225"," SSXFD225-1579"," Cat-back"," Dual Outlet Resonated with GT-100 Burnt Titanium Trims (EC Approved)"," 100mm GT-100 ",70,2.76," Yes"," No"," No"," "," Ships in 1 box measuring 150X 45 X36  and weighing 28kg.",25624
Ford," Mustang"," 5.0 V8 GT (Fastback)",,2015,2018," SSXFD226"," SSXFD226-1580"," Cat-back"," ValveSonic with Quad Black GT-90 Tips - Requires Roush Rear Valance"," Quad 90mm GT90 ",70,2.76," No"," No"," Yes"," "," Ships in 1 box measuring 150X 45 X36  and weighing 30kg.",44239
Ford," Mustang"," 5.0 V8 GT (Fastback)",,2015,2018," SSXFD227"," SSXFD227-1581"," Cat-back"," ValveSonic with Quad Polished GT-90 Tips - Requires Roush Rear Valance"," Quad 90mm GT90 ",70,2.76," No"," No"," Yes"," "," Ships in 1 box measuring 150X 45 X36  and weighing 30kg.",41959
Ford," Mustang"," 5.0 V8 GT (Fastback)",,2015,2018," SSXFD228"," SSXFD228-1582"," Cat-back"," ValveSonic with Quad Titanium GT-90 Tips - Requires Roush Rear Valance"," Quad 90mm GT90 ",70,2.76," No"," No"," Yes"," "," Ships in 1 box measuring 150X 45 X36  and weighing 30kg.",48185
Ford," Mustang"," 5.0 V8 GT (Fastback)",,2015,2018," SSXFD229"," SSXFD229-1583"," Cat-back"," ValveSonic with Quad Burnt Titanium GT-90 Tips - Requires Roush Rear Valance"," Quad 90mm GT90 ",70,2.76," No"," No"," Yes"," "," Ships in 1 box measuring 150X 45 X36  and weighing 30kg.",50678
Ford," Fiesta"," Mk7/Mk7.5 ST 1.6 litre EcoBoost 182PS & ST200",107028,2013,2017," SSXFD230"," SSXFD230-1584"," Large Bore Downpipe and Hi-Flow Sports Cat"," EC-Approved"," ",69.85,2.75," Yes"," No"," No"," "," Ships in 1 box measuring 62 X 50 X 28  and weighing 8kg.",21890
Ford," Fiesta"," Mk7/Mk7.5 ST 1.6 litre EcoBoost 182PS & ST200",107028,2013,2017," SSXFD231"," SSXFD231-1585"," Cat-back"," Resonated (quieter) with Carbon Jet-80. EC-Approved"," 76.2mm Carbon Jet ",69.85,2.75," Yes"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 22kg.",11762
Ford," Fiesta"," Mk7/Mk7.5 ST 1.6 litre EcoBoost 182PS & ST200",107028,2013,2017," SSXFD232"," SSXFD232-1586"," Cat-back"," Non-resonated (louder) with Carbon Jet-80"," 76.2mm Carbon Jet ",69.85,2.75," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 20kg.",9873
Ford," Fiesta"," Mk7/Mk7.5 ST 1.6 litre EcoBoost 182PS & ST200",107028,2013,2017," SSXFD233"," SSXFD233-1587"," Cat-back"," Race system. Resonated (quieter) with Carbon Jet-80"," 76.2mm Carbon Jet ",69.85,2.75," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 22kg.",11876
Ford," Fiesta"," Mk7/Mk7.5 ST 1.6 litre EcoBoost 182PS & ST200",107028,2013,2017," SSXFD234"," SSXFD234-1588"," Cat-back"," Race system. Non-resonated (louder) with Carbon Jet-80"," 76.2mm Carbon Jet ",69.85,2.75," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 20kg.",9987
Ford," Fiesta"," Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only)","131963, 136546, 143270, 127518, 126555, 126554, 139031, 131678, 58968, 58967",2017,2019," SSXFD235"," SSXFD235-1589"," Cat-back"," Cat Back with GT-90 Polished Trim - EC Approved"," 90mm GT90 ",60.3,2.37," Yes"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 22kg.",10328
Ford," Fiesta"," Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only)","131963, 136546, 143270, 127518, 126555, 126554, 139031, 131678, 58968, 58967",2017,2019," SSXFD236"," SSXFD236-1590"," Cast Downpipe with Race Cat"," For Fitment to OE Cat Back System Only"," ",60.3,2.37," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 6kg.",9737
Ford," Fiesta"," Mk7/Mk7.5 1.0T EcoBoost (100/125/140PS) ","131963, 127518, 126555, 58968, 58967",2013,2017," SSXFD237"," SSXFD237-1591"," Large Bore Downpipe and Hi-Flow Sports Cat"," Requires a Stage 2 ECU remap and must be fitted with Milltek Sport Cat Back Systems"," ",60.3,2.37," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 6kg.",9814
Ford," Fiesta"," Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only)","131963, 136546, 143270, 127518, 126555, 126554, 139031, 131678, 58968, 58967",2017,2019," SSXFD237"," SSXFD237-1592"," Cast Downpipe with Race Cat"," For Fitment to Milltek Cat Back System Only"," ",60.3,2.37," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 6kg.",9814
Ford," Fiesta"," Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only)","131963, 136546, 143270, 127518, 126555, 126554, 139031, 131678, 58968, 58967",2017,2019," SSXFD238"," SSXFD238-1593"," Large-bore Downpipe and De-cat"," For Fitment to OE Cat Back System Only"," ",60.3,2.37," No"," Yes"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 6kg.",4917
Ford," Fiesta"," Mk7/Mk7.5 1.0T EcoBoost (100/125/140PS) ","131963, 127518, 126555, 58968, 58967",2013,2017," SSXFD239"," SSXFD239-1594"," Large-bore Downpipe and De-cat"," Requires a Stage 2 ECU remap and must be fitted with the Milltek Sport cat-back system"," ",60.3,2.37," No"," Yes"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 6kg.",4994
Ford," Fiesta"," Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only)","131963, 136546, 143270, 127518, 126555, 126554, 139031, 131678, 58968, 58967",2017,2019," SSXFD239"," SSXFD239-1595"," Large-bore Downpipe and De-cat"," For Fitment to Milltek Cat Back System Only"," ",60.3,2.37," No"," Yes"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 6kg.",4994
Ford," Fiesta"," Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only)","131963, 136546, 143270, 127518, 126555, 126554, 139031, 131678, 58968, 58967",2017,2019," SSXFD240"," SSXFD240-1596"," Cat-back"," Cat Back with GT-90 Cerakote Black Trim - EC Approved"," 90mm GT90 ",60.3,2.37," Yes"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 21kg.",10898
Ford," Fiesta"," Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only)","131963, 136546, 143270, 127518, 126555, 126554, 139031, 131678, 58968, 58967",2017,2019," SSXFD241"," SSXFD241-1597"," Cat-back"," Cat Back with GT-90 Titanium Trim - EC Approved"," 90mm GT90 ",60.3,2.37," Yes"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 21kg.",11884
Ford," Fiesta"," Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only)","131963, 136546, 143270, 127518, 126555, 126554, 139031, 131678, 58968, 58967",2017,2019," SSXFD242"," SSXFD242-1598"," Cat-back"," Cat Back with GT-90 Burnt Titanium Trim - EC Approved"," 90.00 GT-90 ",60.3,2.37," Yes"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 21kg.",12507
Ford," Fiesta"," Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only)","131963, 136546, 143270, 127518, 126555, 126554, 139031, 131678, 58968, 58967",2017,2019," SSXFD243"," SSXFD243-1599"," Cat-back"," Cat Back with Jet-90 Carbon Trim - EC Approved"," 90 JET ",60.3,2.37," Yes"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 21kg.",11102
Ford," Fiesta"," Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only)","131963, 136546, 143270, 127518, 126555, 126554, 139031, 131678, 58968, 58967",2017,2019," SSXFD244"," SSXFD244-1600"," Cat-back"," Road + Cat Back with GT-90 Polished Trim"," 90mm GT90 ",60.3,2.37," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30  and weighing 20kg.",8494
Ford," Fiesta"," Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only)","131963, 136546, 143270, 127518, 126555, 126554, 139031, 131678, 58968, 58967",2017,2019," SSXFD245"," SSXFD245-1601"," Cat-back"," Road + Cat Back with GT-90 Cerakote Black Trim"," 90mm GT90 ",60.3,2.37," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 22kg.",9064
Ford," Fiesta"," Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only)","131963, 136546, 143270, 127518, 126555, 126554, 139031, 131678, 58968, 58967",2017,2019," SSXFD246"," SSXFD246-1602"," Cat-back"," Road + Cat Back with GT-90 Titanium Trim"," 90mm GT90 ",60.3,2.37," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 20kg.",10050
Ford," Fiesta"," Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only)","131963, 136546, 143270, 127518, 126555, 126554, 139031, 131678, 58968, 58967",2017,2019," SSXFD247"," SSXFD247-1603"," Cat-back"," Road+ Cat Back with GT-90 Burnt Titanium Trim"," 90.00 GT-90 ",60.3,2.37," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 20kg.",10674
Ford," Fiesta"," Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only)","131963, 136546, 143270, 127518, 126555, 126554, 139031, 131678, 58968, 58967",2017,2019," SSXFD248"," SSXFD248-1604"," Cat-back"," Road+ Cat Back with Jet-90 Carbon Trim"," 90 JET ",60.3,2.37," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 20kg.",9268
Ford," Fiesta"," Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only)","131963, 136546, 143270, 127518, 126555, 126554, 139031, 131678, 58968, 58967",2017,2019," SSXFD249"," SSXFD249-1605"," Cat-back"," Non Res (Louder) Cat Back with GT-90 Polished Trim"," 90mm GT90 ",60.3,2.37," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 20kg.",8118
Ford," Fiesta"," Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only)","131963, 136546, 143270, 127518, 126555, 126554, 139031, 131678, 58968, 58967",2017,2019," SSXFD250"," SSXFD250-1606"," Cat-back"," Non-Res (Louder) Cat Back with GT-90 Cerakote Black Trim"," 90mm GT90 ",60.3,2.37," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 21kg.",8688
Ford," Fiesta"," Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only)","131963, 136546, 143270, 127518, 126555, 126554, 139031, 131678, 58968, 58967",2017,2019," SSXFD251"," SSXFD251-1607"," Cat-back"," Non-Res (Louder) Cat Back with GT-90 Titanium Trims"," 90mm GT90 ",60.3,2.37," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 21kg.",9674
Ford," Fiesta"," Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only)","131963, 136546, 143270, 127518, 126555, 126554, 139031, 131678, 58968, 58967",2017,2019," SSXFD252"," SSXFD252-1608"," Cat-back"," Non-Res (Louder) Cat Back with GT-90 Burnt Titanium Trim"," 90.00 GT-90 ",60.3,2.37," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 21kg.",10298
Ford," Fiesta"," Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only)","131963, 136546, 143270, 127518, 126555, 126554, 139031, 131678, 58968, 58967",2017,2019," SSXFD253"," SSXFD253-1609"," Cat-back"," Non-Res (Louder) Cat Back with Jet-90 Carbon Trim"," 90 JET ",60.3,2.37," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 20kg.",8892
Ford," Focus"," Mk3 RS 2.3-litre EcoBoost 4wd 5-Door Hatchback",17012,2016,2018," SSXFD254"," SSXFD254-1610"," Cat-back"," Non-Res with Carbon Jet-115 Trims"," 115mm JET-115 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 24kg.",22285
Ford," Focus"," Mk3 RS 2.3-litre EcoBoost 4wd 5-Door Hatchback",17012,2016,2018," SSXFD255"," SSXFD255-1611"," Cat-back"," EC Approved - Resonated with Carbon Jet-115 Trims"," 115mm JET-115 ",76.2,3," Yes"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 25kg.",24053
Ford," Fiesta"," Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only)",,2018,2020," SSXFD256"," SSXFD256-1612"," Cat-back"," GPF Back with Polished GT-90 Trims - EC Approved"," Twin 90mm GT90 ",70,2.76," Yes"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 15kg.",12166
Ford," Fiesta"," Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only)",,2018,2020," SSXFD257"," SSXFD257-1613"," Cat-back"," GPF Back with Cerakote Black Trims GT-90 Trims - EC Approved"," Twin 90mm GT90 ",70,2.76," Yes"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 15kg.",13357
Ford," Fiesta"," Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only)",,2018,2020," SSXFD258"," SSXFD258-1614"," Cat-back"," GPF Back with Titanium GT-90 Trims - EC Approved"," Twin 90mm GT90 ",70,2.76," Yes"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 15kg.",15279
Ford," Fiesta"," Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only)",,2018,2020," SSXFD259"," SSXFD259-1615"," Cat-back"," GPF Back with Burnt Titanium GT-90 Trims - EC Approved"," 90.00 GT ",70,2.76," Yes"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 15kg.",16526
Ford," Fiesta"," Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only)",,2018,2020," SSXFD260"," SSXFD260-1616"," Cat-back"," GPF Back with Carbon Jet-90 Trims - EC Approved"," 90mm Carbon Jet ",70,2.76," Yes"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 15kg.",13714
