"ORG SKU",SKU,Name,"Exhaust System Line",Homologation,Description,Category,Segment,Program,Brand,Model,"MY from","MY to",Price,Model_ID
P-HF1149,P-HF1149-298,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver (already included in evolution system) to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves. With the use of optional Akrapovič Sound Kit, the ECE homologation is not valid anymore.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,Porsche,"Panamera Turbo S E-Hybrid / Sport Turismo (971)",2017,2020,4744,"144318,146731"
P-HF1160,P-HF1160-299,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver (already included in evolution system) to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.Akrapovič Sound Kit is also compatible with cars equipped with Alfa Romeo first fit or accessory Akrapovič exhaust.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,"Alfa Romeo","Giulia Quadrifoglio",2016,2020,6507,
P-HF1170,P-HF1170-300,"Middle Valve Actuator Kit","OP - Optional part",,"For vehicles with the base Porsche exhaust system, which is then replaced by the Akrapovič Evolution Line system, the Middle Valve Actuator Kit (P-HF1170) is a mandatory upgrade. If the Evolution Line system replaces the Porsche sports exhaust system, the Middle Valve Actuator Kit (P-HF1170) is not required.","New Avgassystem","Sports Coupe",Car,Porsche,"Panamera GTS / Sport Turismo (971)",2019,2020,2624,142262
P-HF1170,P-HF1170-301,"Middle Valve Actuator Kit","OP - Optional part",,"For vehicles with the base Porsche exhaust system, which is then replaced by the Akrapovič Evolution Line system, the Middle Valve Actuator Kit (P-HF1170) is a mandatory upgrade. If the Evolution Line system replaces the Porsche sports exhaust system, the Middle Valve Actuator Kit (P-HF1170) is not required.","New Avgassystem","Sports Coupe",Car,Porsche,"Panamera Turbo / Sport Turismo (971)",2017,2020,2624,"141730,142262,"
P-HF1170,P-HF1170-302,"Middle Valve Actuator Kit","OP - Optional part",,"For vehicles with the base Porsche exhaust system, which is then replaced by the Akrapovič Evolution Line system, the Middle Valve Actuator Kit (P-HF1170) is a mandatory upgrade. If the Evolution Line system replaces the Porsche sports exhaust system, the Middle Valve Actuator Kit (P-HF1170) is not required.","New Avgassystem","Sports Coupe",Car,Porsche,"Panamera Turbo S E-Hybrid / Sport Turismo (971)",2017,2020,2624,"144318,146731"
P-HF1177,P-HF1177-303,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.Akrapovič Sound Kit P-HF1177 is developed for use with Slip-On Line (Titanium) only. If upgrading the slip-on system with evolution link pipe, specially developed Akrapovič Sound Kit is already included within the evolution link pipe set.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,BMW,"M2 Competition (F87N)",2018,2020,8443,130898
P-HF1177,P-HF1177-304,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.Akrapovič Sound Kit P-HF1177 is developed for use with Slip-On Line (Titanium) only. If upgrading the slip-on system with evolution link pipe, specially developed Akrapovič Sound Kit is already included within the evolution link pipe set.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,BMW,"M2 Competition (F87N) - OPF/GPF",2018,2020,8443,130898
P-HF1179,P-HF1179-305,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,BMW,"340i (F30, F31) - OPF/GPF",2018,2019,5818,"113409,117345,117293,113446,"
P-HF1179,P-HF1179-306,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,BMW,"440i (F32, F33, F36) - OPF/GPF",2018,2020,5818,"118082,119033,118186,119039,"
P-HF1185,P-HF1185-307,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,BMW,"M140i (F20, F21) - OPF/GPF",2018,2019,5818,"120244,120236,"
P-HF1185,P-HF1185-308,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,BMW,"M240i (F22, F23)  - OPF/GPF",2018,2020,5818,"120248,120252,"
P-HF1194,P-HF1194-309,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.Akrapovič Sound Kit P-HF1194 is developed for use with Slip-On Line (Titanium) only. If upgrading the slip-on system with evolution link pipe, specially developed Akrapovič Sound Kit is already included within the evolution link pipe set.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,BMW,"M4 (F82, F83) - OPF/GPF",2018,2020,8443,"100821,105899,"
P-HF1199,P-HF1199-310,"Akrapovič Sound Kit","OP - Optional part",,"Further control over the sound of the Evolution Line (Titanium) exhaust system can be achieved by installing the optional Akrapovič Sound Kit. This gives the occupants of the car the option to regulate the exhaust tone by switching between the quiet mode and a sportier sound. This is facilitated through the use of a Sound Remote Controller or the smartphone app (for iOS and Android), which regulates the valves to drive the actuators that open or close them through the use of a receiver in the system. When fitted with the optional Akrapovič Sound Kit, ECE type approval is no longer valid.","New Avgassystem",Suv,Car,Porsche,"Cayenne / Coupé (536)",2018,2020,4744,
P-HF1199,P-HF1199-311,"Akrapovič Sound Kit","OP - Optional part",,"Further control over the sound of the Evolution Line (Titanium) exhaust system can be achieved by installing the optional Akrapovič Sound Kit. This gives the occupants of the car the option to regulate the exhaust tone by switching between the quiet mode and a sportier sound. This is facilitated through the use of a Sound Remote Controller or the smartphone app (for iOS and Android), which regulates the valves to drive the actuators that open or close them through the use of a receiver in the system. When fitted with the optional Akrapovič Sound Kit, ECE type approval is no longer valid.","New Avgassystem",Suv,Car,Porsche,"Cayenne / Coupé (536) - OPF/GPF",2019,2020,4744,
P-HF1199,P-HF1199-312,"Akrapovič Sound Kit","OP - Optional part",,"Further control over the sound of the Evolution Line (Titanium) exhaust system can be achieved by installing the optional Akrapovič Sound Kit. This gives the occupants of the car the option to regulate the exhaust tone by switching between the quiet mode and a sportier sound. This is facilitated through the use of a Sound Remote Controller or the smartphone app (for iOS and Android), which regulates the valves to drive the actuators that open or close them through the use of a receiver in the system. When fitted with the optional Akrapovič Sound Kit, ECE type approval is no longer valid.","New Avgassystem",Suv,Car,Porsche,"Cayenne E-Hybrid / Coupé (536)",2018,2020,4744,
P-HF1199,P-HF1199-313,"Akrapovič Sound Kit","OP - Optional part",,"Further control over the sound of the Evolution Line (Titanium) exhaust system can be achieved by installing the optional Akrapovič Sound Kit. This gives the occupants of the car the option to regulate the exhaust tone by switching between the quiet mode and a sportier sound. This is facilitated through the use of a Sound Remote Controller or the smartphone app (for iOS and Android), which regulates the valves to drive the actuators that open or close them through the use of a receiver in the system. When fitted with the optional Akrapovič Sound Kit, ECE type approval is no longer valid.","New Avgassystem",Suv,Car,Porsche,"Cayenne E-Hybrid / Coupé (536) - OPF/GPF",2019,2020,4744,
P-HF1199,P-HF1199-314,"Akrapovič Sound Kit","OP - Optional part",,"Further control over the sound of the Evolution Line (Titanium) exhaust system can be achieved by installing the optional Akrapovič Sound Kit. This gives the occupants of the car the option to regulate the exhaust tone by switching between the quiet mode and a sportier sound. This is facilitated through the use of a Sound Remote Controller or the smartphone app (for iOS and Android), which regulates the valves to drive the actuators that open or close them through the use of a receiver in the system. When fitted with the optional Akrapovič Sound Kit, ECE type approval is no longer valid.","New Avgassystem",Suv,Car,Porsche,"Cayenne S / Coupé (536)",2019,2020,4744,
P-HF1199,P-HF1199-315,"Akrapovič Sound Kit","OP - Optional part",,"Further control over the sound of the Evolution Line (Titanium) exhaust system can be achieved by installing the optional Akrapovič Sound Kit. This gives the occupants of the car the option to regulate the exhaust tone by switching between the quiet mode and a sportier sound. This is facilitated through the use of a Sound Remote Controller or the smartphone app (for iOS and Android), which regulates the valves to drive the actuators that open or close them through the use of a receiver in the system. When fitted with the optional Akrapovič Sound Kit, ECE type approval is no longer valid.","New Avgassystem",Suv,Car,Porsche,"Cayenne S / Coupé (536) - OPF/GPF",2019,2020,4744,
P-HF1199,P-HF1199-316,"Akrapovič Sound Kit","OP - Optional part",,"Further control over the sound of the Evolution Line (Titanium) exhaust system can be achieved by installing the optional Akrapovič Sound Kit. This gives the occupants of the car the option to regulate the exhaust tone by switching between the quiet mode and a sportier sound. This is facilitated through the use of a Sound Remote Controller or the smartphone app (for iOS and Android), which regulates the valves to drive the actuators that open or close them through the use of a receiver in the system. When fitted with the optional Akrapovič Sound Kit, ECE type approval is no longer valid.","New Avgassystem",Suv,Car,Porsche,"Cayenne Turbo / Coupé / GTS (536)",2018,2020,4744,
P-HF1199,P-HF1199-317,"Akrapovič Sound Kit","OP - Optional part",,"Further control over the sound of the Evolution Line (Titanium) exhaust system can be achieved by installing the optional Akrapovič Sound Kit. This gives the occupants of the car the option to regulate the exhaust tone by switching between the quiet mode and a sportier sound. This is facilitated through the use of a Sound Remote Controller or the smartphone app (for iOS and Android), which regulates the valves to drive the actuators that open or close them through the use of a receiver in the system. When fitted with the optional Akrapovič Sound Kit, ECE type approval is no longer valid.","New Avgassystem",Suv,Car,Porsche,"Cayenne Turbo / Coupé / GTS (536) - OPF/GPF",2019,2020,4744,
P-HF1199,P-HF1199-318,"Akrapovič Sound Kit","OP - Optional part",,"Further control over the sound of the Evolution Line (Titanium) exhaust system can be achieved by installing the optional Akrapovič Sound Kit. This gives the occupants of the car the option to regulate the exhaust tone by switching between the quiet mode and a sportier sound. This is facilitated through the use of a Sound Remote Controller or the smartphone app (for iOS and Android), which regulates the valves to drive the actuators that open or close them through the use of a receiver in the system. When fitted with the optional Akrapovič Sound Kit, ECE type approval is no longer valid.","New Avgassystem",Suv,Car,Porsche,"Cayenne Turbo S-E-Hybrid / Coupé (536)",2019,2020,4744,
P-HF1199,P-HF1199-319,"Akrapovič Sound Kit","OP - Optional part",,"Further control over the sound of the Evolution Line (Titanium) exhaust system can be achieved by installing the optional Akrapovič Sound Kit. This gives the occupants of the car the option to regulate the exhaust tone by switching between the quiet mode and a sportier sound. This is facilitated through the use of a Sound Remote Controller or the smartphone app (for iOS and Android), which regulates the valves to drive the actuators that open or close them through the use of a receiver in the system. When fitted with the optional Akrapovič Sound Kit, ECE type approval is no longer valid.","New Avgassystem",Suv,Car,Porsche,"Cayenne Turbo S-E-Hybrid / Coupé (536) - OPF/GPF",2019,2020,4744,
P-HF1219,P-HF1219-320,"Akrapovič Sound Kit","SO - Slip-On",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Super Sport",Car,BMW,"Z4 M40i (G29)",2019,2020,6447,133253
P-HF1219,P-HF1219-321,"Akrapovič Sound Kit","SO - Slip-On",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Super Sport",Car,BMW,"Z4 M40i (G29) - OPF/GPF",2019,2020,6447,133253
P-HF1225,P-HF1225-322,"Fitting kit (for mounting on G500 / G550)","OP - Optional part",,"Fittment notice: Mandatory needed fitting kit, used for mounting the S-ME/TI/5 evolution system to Mercedes G500 / G550.","New Avgassystem",Suv,Car,Mercedes-AMG,"G 500 / G 550 (W463A)",2019,2021,600,"129868,12106,59473,114588,10142,10143,33193,"
P-HF1225,P-HF1225-323,"Fitting kit (for mounting on G500 / G550)","OP - Optional part",,"Fittment notice: Mandatory needed fitting kit, used for mounting the S-ME/TI/5 evolution system to Mercedes G500 / G550.","New Avgassystem",Suv,Car,Mercedes-AMG,"G 500 / G 550 (W463A) - OPF/GPF",2019,2020,600,"129868,12106,59473,114588,10142,10143,33193,"
P-HF1228,P-HF1228-324,"Fitting kit (for mounting on Macan S / Turbo Non-Sport)","OP - Optional part",,"Mandatory needed fitting kit, used for mounting the S-PO/TI/7H evolution system to Porsche Macan S and Macan Turbo with Non-Sport exhaust System.","New Avgassystem",Suv,Car,Porsche,"Macan S (95B)",2014,2018,5219,"100638,135274,"
P-HF1235,P-HF1235-325,"Akrapovič Sound Kit","EV - Evolution",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver (already included in evolution system) to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.  ","New Avgassystem",Suv,Car,Mercedes-AMG,"G 500 / G 550 (W463A)",2019,2021,10366,"129868,12106,59473,114588,10142,10143,33193,"
P-HF1235,P-HF1235-326,"Akrapovič Sound Kit","EV - Evolution",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver (already included in evolution system) to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.  ","New Avgassystem",Suv,Car,Mercedes-AMG,"G 500 / G 550 (W463A) - OPF/GPF",2019,2020,10366,"129868,12106,59473,114588,10142,10143,33193,"
P-HF1235,P-HF1235-327,"Akrapovič Sound Kit","EV - Evolution",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver (already included in evolution system) to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.  ","New Avgassystem",Suv,Car,Mercedes-AMG,"G 63 (W463A)",2019,2021,10366,"130978,55394,109310,59474,55394,109310,"
P-HF1235,P-HF1235-328,"Akrapovič Sound Kit","EV - Evolution",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver (already included in evolution system) to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.  ","New Avgassystem",Suv,Car,Mercedes-AMG,"G 63 (W463A) - OPF/GPF",2019,2021,10366,"130978,55394,109310,59474,55394,109310,"
P-HF1255,P-HF1255-329,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,BMW,"X3 M / X3 M Competition (F97)",2020,2020,6064,"135354,135353,"
P-HF1255,P-HF1255-330,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,BMW,"X3 M / X3 M Competition (F97) - OPF/GPF",2020,2020,6064,"135354,135353,"
P-HF1255,P-HF1255-331,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,BMW,"X4 M / X4 M Competition (F98)",2020,2020,6064,"135356,135355,"
P-HF1255,P-HF1255-332,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,BMW,"X4 M / X4 M Competition (F98) - OPF/GPF",2020,2020,6064,"135356,135355,"
P-HF1263,P-HF1263-333,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver (already included in evolution system) to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,BMW,"M8 / M8 Competition (F91, F92)",2020,2021,10600,"136372,136371,136370,136369,"
P-HF1263,P-HF1263-334,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver (already included in evolution system) to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,BMW,"M8 / M8 Competition (F91, F92) - OPF/GPF",2020,2021,10600,"136372,136371,136370,136369,"
P-HF1263,P-HF1263-335,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver (already included in evolution system) to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,BMW,"M8 / M8 Competition Gran Coupé (F93)",2020,2021,10600,"137799,137798,"
P-HF1263,P-HF1263-336,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver (already included in evolution system) to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,BMW,"M8 / M8 Competition Gran Coupé (F93) - OPF/GPF",2020,2021,10600,"137799,137798,"
P-HF1282,P-HF1282-337,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver (already included in evolution system) to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,Audi,"RS 6 Avant (C8)",2020,2021,5841,138275
P-HF1282,P-HF1282-338,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver (already included in evolution system) to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,Audi,"RS 6 Avant (C8) - OPF/GPF",2020,2021,5841,138275
P-HF1282,P-HF1282-339,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver (already included in evolution system) to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,Audi,"RS 7 Sportback (C8)",2020,2021,5841,
P-HF1282,P-HF1282-340,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver (already included in evolution system) to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.","New Avgassystem","Sports Coupe",Car,Audi,"RS 7 Sportback (C8) - OPF/GPF",2020,2021,5841,
P-HF1284,P-HF1284-341,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver (already included in evolution system) to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.  ","New Avgassystem",Suv,Car,Audi,"RS Q8 (4M)",2020,2021,5841,138832
P-HF1284,P-HF1284-342,"Akrapovič Sound Kit","OP - Optional part",,"The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver (already included in evolution system) to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.With the use of the optional Akrapovič Sound Kit, the ECE type approval is no longer valid.Pictures are symbolic.  ","New Avgassystem",Suv,Car,Audi,"RS Q8 (4M) - OPF/GPF",2020,2021,5841,138832
P-HF1293,P-HF1293-343,"Akrapovič Sound Kit","OP - Optional part","W/O Approval","The optional Akrapovič Sound Kit enables owners of selected Akrapovič car exhausts to control the sound of the system from the cockpit of their machine. Using Akrapovič technology, drivers can easily switch between the quiet mode and a sportier sound. With the use of a receiver to drive the actuators that open or close the valves at the end of the exhaust system, drivers can use the Sound Remote Controller or the new smartphone app (for iOS and Android) to regulate the valves.Pictures are symbolic.","New Avgassystem","Super Sport",Car,Porsche,"718 Cayman GT4 / Spyder",2020,2020,6935,"137060,145902,"
