"ORG SKU",SKU,Name,"Exhaust System Line",Homologation,Description,Category,Segment,Program,Brand,Model,"MY from","MY to",Price,Model_ID
DP-TY/SS/2,DP-TY/SS/2-123,"Downpipe w Cat (SS)","OP - Optional part",,"Downpipe w Cat (SS) was tested and developed together with Evolution Line (Titanium) system.The high-flow downpipe is constructed using high-quality stainless steel and, once fitted to the Evolution Line exhaust, it creates a complete system from the manifold to the tailpipes that will further enhance the performance figures: both the torque and power outputs. It incorporates a sporty catalytic converter. This optional downpipe produces an enhanced sound that delivers a pure racing emotion and fantastic feedback at high revs, without unwanted drone, making it suitable for everyday use.When installing the Akrapovič downpipe, remapping the ECU is mandatory in order to prevent potential “check engine light” warning signals.Downpipe is optional product to the following evolution systems:Toyota Supra (A90) with OPF/GPF: Slip-On Line (Titanium) + Evolution Link pipe (SS) - S-TY/T/1H + E-TY/SS/2BMW Z4 M40i (G29) with OPF/GPF: Slip-On Line (Titanium) + Evolution Link pipe (SS) - S-BM/T/9H + E-TY/SS/2THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Super Sport",Car,Toyota,"Supra (A90) - OPF/GPF",2019,2020,27356,
DP/L-AU/SS/1,DP/L-AU/SS/1-124,"Downpipe / Link pipe set (SS)","OP - Optional part",,"Downpipe / Link pipe set (SS) was tested and developed together with Evolution Line (Titanium) system. If the Evolution Line exhaust system is combined with the Downpipe / Link pipe set (SS), the link pipe set L-AU/SS/6 is not needed. When combined with the Evolution Line (Titanium) exhaust system the addition of the optional stainless steel Downpipe / Link pipe set (SS) will deliver a unique sound experience: from a low-down rumble to a strong mid-range V8 character and high frequency top end with the recognisable Akrapovič racing sound. The stainless steel downpipes, with sporty 200 cpsi catalytic converters, are insulated to prevent overheating the surrounding parts, and the stainless steel link pipes that have been developed to fit on Akrapovič downpipes feature custom made flex tubes and full insulation where they connect to the downpipes.The fitting of this optional product will cancel ECE type approval for the Evolution Line (Titanium) exhaust system and remapping the ECU is mandatory.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,Audi,"RS 6 Avant (C8)",2020,2021,64396,138275
DP/L-AU/SS/1,DP/L-AU/SS/1-125,"Downpipe / Link pipe set (SS)","OP - Optional part",,"Downpipe / Link pipe set (SS) was tested and developed together with Evolution Line (Titanium) system. If the Evolution Line exhaust system is combined with the Downpipe / Link pipe set (SS), the link pipe set L-AU/SS/6 is not needed. When combined with the Evolution Line (Titanium) exhaust system the addition of the optional stainless steel Downpipe / Link pipe set (SS) will deliver a unique sound experience: from a low-down rumble to a strong mid-range V8 character and high frequency top end with the recognisable Akrapovič racing sound. The stainless steel downpipes, with sporty 200 cpsi catalytic converters, are insulated to prevent overheating the surrounding parts, and the stainless steel link pipes that have been developed to fit on Akrapovič downpipes feature custom made flex tubes and full insulation where they connect to the downpipes.The fitting of this optional product will cancel ECE type approval for the Evolution Line (Titanium) exhaust system and remapping the ECU is mandatory.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,Audi,"RS 6 Avant (C8) - OPF/GPF",2020,2021,64396,138275
DP/L-AU/SS/1,DP/L-AU/SS/1-126,"Downpipe / Link pipe set (SS)","OP - Optional part",,"Downpipe / Link pipe set (SS) was tested and developed together with Evolution Line (Titanium) system. If the Evolution Line exhaust system is combined with the Downpipe / Link pipe set (SS), the link pipe set L-AU/SS/6 is not needed. When combined with the Evolution Line (Titanium) exhaust system the addition of the optional stainless steel Downpipe / Link pipe set (SS) will deliver a unique sound experience: from a low-down rumble to a strong mid-range V8 character and high frequency top end with the recognisable Akrapovič racing sound. The stainless steel downpipes, with sporty 200 cpsi catalytic converters, are insulated to prevent overheating the surrounding parts, and the stainless steel link pipes that have been developed to fit on Akrapovič downpipes feature custom made flex tubes and full insulation where they connect to the downpipes.The fitting of this optional product will cancel ECE type approval for the Evolution Line (Titanium) exhaust system and remapping the ECU is mandatory.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,Audi,"RS 7 Sportback (C8)",2020,2021,64396,
DP/L-AU/SS/1,DP/L-AU/SS/1-127,"Downpipe / Link pipe set (SS)","OP - Optional part",,"Downpipe / Link pipe set (SS) was tested and developed together with Evolution Line (Titanium) system. If the Evolution Line exhaust system is combined with the Downpipe / Link pipe set (SS), the link pipe set L-AU/SS/6 is not needed. When combined with the Evolution Line (Titanium) exhaust system the addition of the optional stainless steel Downpipe / Link pipe set (SS) will deliver a unique sound experience: from a low-down rumble to a strong mid-range V8 character and high frequency top end with the recognisable Akrapovič racing sound. The stainless steel downpipes, with sporty 200 cpsi catalytic converters, are insulated to prevent overheating the surrounding parts, and the stainless steel link pipes that have been developed to fit on Akrapovič downpipes feature custom made flex tubes and full insulation where they connect to the downpipes.The fitting of this optional product will cancel ECE type approval for the Evolution Line (Titanium) exhaust system and remapping the ECU is mandatory.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,Audi,"RS 7 Sportback (C8) - OPF/GPF",2020,2021,64396,
DP/L-NI/SS/1,DP/L-NI/SS/1-128,"Downpipe / Link pipe set (SS) for stock turbochargers","OP - Optional part",,"Constructed from high-quality stainless steel, this front link pipe with downpipe set has been designed to fit perfectly onto stock turbos (or turbos where the connection points between the turbos and downpipes have the same shape as on the stock configuration. The Downpipe / Link Pipe Set was developed using technology directly from the racing world. Two larger 92.8 mm insulated downpipes provide optimal flow, and with flanges cast in-house provide a perfect fit. The front link pipe has a stainless-steel collector with custom-made flex tubes. When combined with the Evolution Race Line exhaust, the full system significantly reduces the back pressure and provides an optimized flow with more than a 40% increase for the exhaust gases, while also offering limitless tuning options. ECU remapping is mandatory.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Super Sport",Car,Nissan,GT-R,2008,2020,42734,"121620,55403,113192,681,27551,133830,107483,"
E-AR/T/1,E-AR/T/1-129,"Evolution Link Pipe Set (Titanium)","EV - Evolution","ECE Type Approval","Because of packaging requirements, the EVO system has been split into two codes. Please be aware that both part numbers (S-AR/TI/1H and E-AR/T/1) must be ordered.","New Avgassystem","Sports Coupe",Car,"Alfa Romeo","Giulia Quadrifoglio",2016,2020,17597,
E-BM/SS/1,E-BM/SS/1-130,"Evolution Link pipe set (SS)","OP - Optional part","EC Type Approval","Made of austenitic stainless steel, these set feature a newly developed layout with two central link pipes replacing the single stock pipe.","New Avgassystem","Sports Coupe",Car,BMW,"335i (F30, F31)",2012,2015,9238,107875.1079
E-BM/SS/1,E-BM/SS/1-131,"Evolution Link pipe set (SS)","OP - Optional part","EC Type Approval","Made of austenitic stainless steel, these set feature a newly developed layout with two central link pipes replacing the single stock pipe.","New Avgassystem","Sports Coupe",Car,BMW,"435i (F32)",2013,2015,9238,"59807,107890,"
E-BM/SS/2,E-BM/SS/2-132,"Evolution Link pipe set (SS)","EV - Evolution","EC Type Approval","Made of austenitic stainless steel, these set feature a newly developed layout with two central link pipes replacing the single stock pipe.Please be aware that both part numbers: MTP-BM/SS/2H and E-BM/SS/2 have to be ordered! The system is splitted in 2 codes only because of packaging issues.","New Avgassystem","Sports Coupe",Car,BMW,"340i (F30, F31)",2016,2019,9385,"113409,117345,117293,113446,"
E-BM/SS/2,E-BM/SS/2-133,"Evolution Link pipe set (SS)","EV - Evolution","EC Type Approval","Made of austenitic stainless steel, these set feature a newly developed layout with two central link pipes replacing the single stock pipe.Please be aware that both part numbers: MTP-BM/SS/2H and E-BM/SS/2 have to be ordered! The system is splitted in 2 codes only because of packaging issues.","New Avgassystem","Sports Coupe",Car,BMW,"440i (F32, F33, F36)",2016,2020,9385,"118082,119033,118186,119039,"
E-BM/SS/3,E-BM/SS/3-134,"Evolution Link pipe set (SS)","EV - Evolution","EC Type Approval","Made of austenitic stainless steel, these set feature a newly developed layout with two central link pipes replacing the single stock pipe.Please be aware that part numbers for evolution systems MTP-BM/SS/3H (for M140i) or MTP-BM/SS/4H (for M240i) have to be ordered together with E-BM/SS/3. Both systems are splitted in 2 codes only because of packaging issues.","New Avgassystem","Hot Hatch",Car,BMW,"M140i (F20, F21)",2016,2019,8759,"120244,120236,"
E-BM/SS/3,E-BM/SS/3-135,"Evolution Link pipe set (SS)","EV - Evolution","EC Type Approval","Made of austenitic stainless steel, these set feature a newly developed layout with two central link pipes replacing the single stock pipe.Please be aware that part numbers for evolution systems MTP-BM/SS/3H (for M140i) or MTP-BM/SS/4H (for M240i) have to be ordered together with E-BM/SS/3. Both systems are splitted in 2 codes only because of packaging issues.","New Avgassystem","Hot Hatch",Car,BMW,"M240i (F22, F23)",2016,2020,8759,"120248,120252,"
E-BM/SS/6,E-BM/SS/6-136,"Evolution Link pipe set (SS)","OP - Optional part",,"The Evolution Link pipe set (SS) was tested and developed together with the Slip-On Line (Titanium) exhaust system to provide an ideal upgrade and greater exhaust tuning potential. The use of this configuration is designed for the racetrack and will offer a sporty sound and higher performance. With the elimination of the OPF, the sound levels and frequency content are emphasized, providing an increased sound, leading to an exhilarating tone with crackling and burbling as an enjoyable and addictive aural assault on over-run and when downshifting through gears. The change in performance is a noticeable factor: compared in back-to-back runs on the Akrapovič dyno against a BMW M135i using a standard stock exhaust, there a 5.1 kW (6.9 hp) increase in power at 4,250 rpm and 11.5 Nm of torque is added at 4,250 rpm.When installing the Evolution Link pipe set (SS), which is developed for use on closed tracks only, remapping of the ECU is mandatory to prevent potential “check engine light” warning signals.Fitment notice: This product can only be installed on vehicles with the V-clamp connection between the stock downpipe and link pipe. For further information, please read the installation instructions below.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,BMW,"M135i (F40)",2020,2020,4144,136291
E-BM/SS/6,E-BM/SS/6-137,"Evolution Link pipe set (SS)","OP - Optional part",,"The Evolution Link pipe set (SS) was tested and developed together with the Slip-On Line (Titanium) exhaust system to provide an ideal upgrade and greater exhaust tuning potential. The use of this configuration is designed for the racetrack and will offer a sporty sound and higher performance. With the elimination of the OPF, the sound levels and frequency content are emphasized, providing an increased sound, leading to an exhilarating tone with crackling and burbling as an enjoyable and addictive aural assault on over-run and when downshifting through gears. The change in performance is a noticeable factor: compared in back-to-back runs on the Akrapovič dyno against a BMW M135i using a standard stock exhaust, there a 5.1 kW (6.9 hp) increase in power at 4,250 rpm and 11.5 Nm of torque is added at 4,250 rpm.When installing the Evolution Link pipe set (SS), which is developed for use on closed tracks only, remapping of the ECU is mandatory to prevent potential “check engine light” warning signals.Fitment notice: This product can only be installed on vehicles with the V-clamp connection between the stock downpipe and link pipe. For further information, please read the installation instructions below.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,BMW,"M135i (F40) - OPF/GPF",2020,2020,4144,136291
E-BM/SS/6,E-BM/SS/6-138,"Evolution Link pipe set (SS)","OP - Optional part",,"The Evolution Link pipe set (SS) was tested and developed together with the Slip-On Line (Titanium) exhaust system to provide an ideal upgrade and greater exhaust tuning potential. The use of this configuration is designed for the racetrack and will offer a sporty sound and higher performance. With the elimination of the OPF, the sound levels and frequency content are emphasized, providing an increased sound, leading to an exhilarating tone with crackling and burbling as an enjoyable and addictive aural assault on over-run and when downshifting through gears. The change in performance is a noticeable factor: compared in back-to-back runs on the Akrapovič dyno against a BMW M135i using a standard stock exhaust, there a 5.1 kW (6.9 hp) increase in power at 4,250 rpm and 11.5 Nm of torque is added at 4,250 rpm.When installing the Evolution Link pipe set (SS), which is developed for use on closed tracks only, remapping of the ECU is mandatory to prevent potential “check engine light” warning signals.Fitment notice: This product can only be installed on vehicles with the V-clamp connection between the stock downpipe and link pipe. For further information, please read the installation instructions below.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,MINI,"JCW Clubman ALL4 (F54)",2019,2020,4144,"142162,118988,128710,118987,"
E-BM/SS/6,E-BM/SS/6-139,"Evolution Link pipe set (SS)","OP - Optional part",,"The Evolution Link pipe set (SS) was tested and developed together with the Slip-On Line (Titanium) exhaust system to provide an ideal upgrade and greater exhaust tuning potential. The use of this configuration is designed for the racetrack and will offer a sporty sound and higher performance. With the elimination of the OPF, the sound levels and frequency content are emphasized, providing an increased sound, leading to an exhilarating tone with crackling and burbling as an enjoyable and addictive aural assault on over-run and when downshifting through gears. The change in performance is a noticeable factor: compared in back-to-back runs on the Akrapovič dyno against a BMW M135i using a standard stock exhaust, there a 5.1 kW (6.9 hp) increase in power at 4,250 rpm and 11.5 Nm of torque is added at 4,250 rpm.When installing the Evolution Link pipe set (SS), which is developed for use on closed tracks only, remapping of the ECU is mandatory to prevent potential “check engine light” warning signals.Fitment notice: This product can only be installed on vehicles with the V-clamp connection between the stock downpipe and link pipe. For further information, please read the installation instructions below.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,MINI,"JCW Countryman ALL4 (F60)",2019,2020,4144,"140884,125347,140885,125346,123370,123358,140890,123364,123820,123356,"
E-BM/SS/8,E-BM/SS/8-140,"Link Pipe Set (SS)","OP - Optional part",,"Evolution Link Pipe Set (SS) was tested and developed together with Slip-On Line (Titanium).Please note that both product codes, S- BM/T/18H and E-BM/SS/8 must be ordered for cars without otto / gasoline particulate filter.Fitment notice: The Evolution Line (Titanium) only fits on non-OPF vehicles. For non-OPF vehicles, the ECE type approval certificate is not valid.This product also fits on the BMW M440i xDrive Cabriolet (G23) model.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,BMW,"M340I (G20, G21)",2020,2021,15453,142485
E-BM/SS/8,E-BM/SS/8-141,"Link Pipe Set (SS)","OP - Optional part",,"Evolution Link Pipe Set (SS) was tested and developed together with Slip-On Line (Titanium).Please note that both product codes, S-BM/T/17H and E-BM/SS/8 must be ordered for cars without otto / gasoline particulate filter.Fitment notice: The Evolution Line (Titanium) only fits on non-OPF vehicles. For non-OPF vehicles, the ECE type approval certificate is not valid.This product also fits on the BMW M340i xDrive Touring (G21) model.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,BMW,"M340I (G20, G21)",2020,2021,15453,142485
E-BM/SS/8,E-BM/SS/8-142,"Link Pipe Set (SS)","OP - Optional part",,"Evolution Link Pipe Set (SS) was tested and developed together with Slip-On Line (Titanium).Please note that both product codes, S- BM/T/18H and E-BM/SS/8 must be ordered for cars without otto / gasoline particulate filter.Fitment notice: The Evolution Line (Titanium) only fits on non-OPF vehicles. For non-OPF vehicles, the ECE type approval certificate is not valid.This product also fits on the BMW M440i xDrive Cabriolet (G23) model.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,BMW,"M440I (G22, G23)",2021,2021,15453,144724.1458
E-BM/T/10,E-BM/T/10-143,"Evolution Link pipe set (Titanium)","OP - Optional part",,"Evolution Link Pipe Set (Titanium) was tested and developed together with Slip-On Line (Titanium).This full titanium accessory features complex parts cast in Akrapovič’s in-house foundry and is constructed from lightweight high-grade alloys to reduce weight. Combining the Evolution Link pipe set (Titanium) with the Slip-On Line (Titanium) exhaust creates a system that is perfectly in tune to deliver the very best aural experience in all driving modes. Akrapovič’s sound engineers have worked hard to produce a sporty V8 sound with an unmistakable Akrapovič character, while keeping it smooth and eliminating any drone, all designed for maximum everyday comfort. The sound is closer to that of a muscle car and delivers an exhilarating soundtrack. With a cast collector on the link pipe, where the gases from both sides of the engine mix, the link pipe provides a smooth flow for the gas and aids in providing the perfect sound as an ideal upgrade for the Slip-On Line (Titanium). With the installation of this optional accessory, ECE type approval for the Slip-On Line (Titanium) exhaust system is not valid, and remapping the ECU is mandatory when it is fitted.When installing the Akrapovič Evolution link pipe set, remapping the ECU is mandatory in order to prevent potential “check engine light” warning signals.Fitment notice: This optional link pipe does not fit on OPF equipped vehicles with emission product code S1DFA.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,BMW,"M8 / M8 Competition Gran Coupé (F93) - OPF/GPF",2020,2020,32235,"137799,137798,"
E-BM/T/12,E-BM/T/12-144,"Evolution Link Pipe set (Titanium) – Long","OP - Optional part",,"Constructed from high-grade titanium, this noticeably lighter-than-stock link pipe features a resonator in the middle part. Available for all countries (United States excluded), the link pipe delivers a power gain of 17.7 kW (24.1 hp) at 6,650 rpm and torque increases of 25.4 Nm at 6,650 rpm when tested on the Akrapovič dyno against a BMW M4 Competition (OPF/GPF) with a standard stock exhaust. Combined with a Slip-On Line (Titanium) delivering a deep, rich, and sporty sound without drone, it totally embraces the pure turbocharged inline six-cylinder sound. Remapping is mandatory. This product is meant for racetrack use and closed courses only.This product fits on OPF and non-OPF vehicles.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,BMW,"M3 (G80)",2021,2021,24293,141793
E-BM/T/12,E-BM/T/12-145,"Evolution Link Pipe set (Titanium) – Long","OP - Optional part",,"Constructed from high-grade titanium, this noticeably lighter-than-stock link pipe features a resonator in the middle part. Available for all countries (United States excluded), the link pipe delivers a power gain of 17.7 kW (24.1 hp) at 6,650 rpm and torque increases of 25.4 Nm at 6,650 rpm when tested on the Akrapovič dyno against a BMW M4 Competition (OPF/GPF) with a standard stock exhaust. Combined with a Slip-On Line (Titanium) delivering a deep, rich, and sporty sound without drone, it totally embraces the pure turbocharged inline six-cylinder sound. Remapping is mandatory. This product is meant for racetrack use and closed courses only.This product fits on OPF and non-OPF vehicles.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,BMW,"M3 (G80) - OPF/GPF",2021,2021,24293,141793
E-BM/T/12,E-BM/T/12-146,"Evolution Link Pipe set (Titanium) – Long","OP - Optional part",,"Constructed from high-grade titanium, this noticeably lighter-than-stock link pipe features a resonator in the middle part. Available for all countries (United States excluded), the link pipe delivers a power gain of 17.7 kW (24.1 hp) at 6,650 rpm and torque increases of 25.4 Nm at 6,650 rpm when tested on the Akrapovič dyno against a BMW M4 Competition (OPF/GPF) with a standard stock exhaust. Combined with a Slip-On Line (Titanium) delivering a deep, rich, and sporty sound without drone, it totally embraces the pure turbocharged inline six-cylinder sound. Remapping is mandatory. This product is meant for racetrack use and closed courses only.This product fits on OPF and non-OPF vehicles.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,BMW,"M4 (G82)",2021,2021,24293,141795
E-BM/T/12,E-BM/T/12-147,"Evolution Link Pipe set (Titanium) – Long","OP - Optional part",,"Constructed from high-grade titanium, this noticeably lighter-than-stock link pipe features a resonator in the middle part. Available for all countries (United States excluded), the link pipe delivers a power gain of 17.7 kW (24.1 hp) at 6,650 rpm and torque increases of 25.4 Nm at 6,650 rpm when tested on the Akrapovič dyno against a BMW M4 Competition (OPF/GPF) with a standard stock exhaust. Combined with a Slip-On Line (Titanium) delivering a deep, rich, and sporty sound without drone, it totally embraces the pure turbocharged inline six-cylinder sound. Remapping is mandatory. This product is meant for racetrack use and closed courses only.This product fits on OPF and non-OPF vehicles.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,BMW,"M4 (G82) - OPF/GPF",2021,2021,24293,141795
E-BM/T/3,E-BM/T/3-148,"Evolution Link pipe set (Titanium)","OP - Optional part",,"The Evolution link pipe set upgrades the Slip-On system to the Evolution system, which consists of a single-central muffler with valves and bigger Evolution link pipe tubes with a middle muffler, all designed to make the performance and workmanship of the complete system as perfect as it looks. With no second set of cats (unlike the stock system), the whole system is designed to give the smoothest flow—and the power and torque gains of the BMW with the combination of the Slip-On Line system and Evolution link pipe set are absolutely guaranteed. Crafted entirely from titanium, the complete system has a unique sound to complement its substantial increase over a very wide rpm range. In-depth engineering has produced a sound distinctly different from the stock system, giving a deep and sporty sound with no unwanted overtones or drone, and also a significant change to the sound with the valves in the open or closed positions. The complete system needs no re-programming of the ECU because it doesn’t trigger any warning lights. With tailpipes in titanium or carbon, and a handcrafted rear diffuser, all available as optional extras, the BMW with the Slip-On Line and Evolution link pipe set is as beautiful as it is powerful.Exhaust system also fits to M3/M4 CS (Sport Club) and GTS version.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,BMW,"M3 (F80)",2014,2018,25565,100819
E-BM/T/3,E-BM/T/3-149,"Evolution Link pipe set (Titanium)","OP - Optional part",,"The Evolution link pipe set upgrades the Slip-On system to the Evolution system, which consists of a single-central muffler with valves and bigger Evolution link pipe tubes with a middle muffler, all designed to make the performance and workmanship of the complete system as perfect as it looks. With no second set of cats (unlike the stock system), the whole system is designed to give the smoothest flow—and the power and torque gains of the BMW with the combination of the Slip-On Line system and Evolution link pipe set are absolutely guaranteed. Crafted entirely from titanium, the complete system has a unique sound to complement its substantial increase over a very wide rpm range. In-depth engineering has produced a sound distinctly different from the stock system, giving a deep and sporty sound with no unwanted overtones or drone, and also a significant change to the sound with the valves in the open or closed positions. The complete system needs no re-programming of the ECU because it doesn’t trigger any warning lights. With tailpipes in titanium or carbon, and a handcrafted rear diffuser, all available as optional extras, the BMW with the Slip-On Line and Evolution link pipe set is as beautiful as it is powerful.Exhaust system also fits to M3/M4 CS (Sport Club) and GTS version.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,BMW,"M4 (F82, F83)",2014,2020,25565,"100821,105899,"
E-BM/T/5,E-BM/T/5-150,"Evolution Link pipe set (Titanium)","OP - Optional part",,"Evolution Link Pipe Set (Titanium) was tested and developed together with Slip-On Line (Titanium). The system was developed on BMW M2 Competition (F87N) equipped with OPF/GPF, however it fits both versions (OPF and non OPF).The Evolution link pipe set upgrades the Slip-On system to the Evolution system, which consists of a slip-on rear muffler and larger Evolution link pipe tubes with a middle muffler, all designed to make the performance and workmanship of the complete system as perfect as it looks. It is crafted entirely from titanium. The whole system is designed to provide the smoothest flow. The power and torque gains of the M2 Competition with the combination of the Slip-On Line system and Evolution link pipe set are guaranteed. In-depth engineering has produced a unique sound profile, distinctly different from the stock system, yielding a deep and sporty sound with no unwanted overtones or drone and an almost racing sound, as well as a significant change to the sound with the valves in the open or closed positions.The control kit to optimize the balance between sportiness and comfort is included, together with the receiver and Sound Remote controller (or smartphone app) to regulate the valves.When installing the Akrapovič Evolution link pipe set, remapping the ECU is mandatory in order to prevent potential “check engine light” warning signals.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,BMW,"M2 Competition (F87N)",2018,2020,28834,130898
E-BM/T/5,E-BM/T/5-151,"Evolution Link pipe set (Titanium)","OP - Optional part",,"Evolution Link Pipe Set (Titanium) was tested and developed together with Slip-On Line (Titanium). The system was developed on BMW M2 Competition (F87N) equipped with OPF/GPF, however it fits both versions (OPF and non OPF).The Evolution link pipe set upgrades the Slip-On system to the Evolution system, which consists of a slip-on rear muffler and larger Evolution link pipe tubes with a middle muffler, all designed to make the performance and workmanship of the complete system as perfect as it looks. It is crafted entirely from titanium. The whole system is designed to provide the smoothest flow. The power and torque gains of the M2 Competition with the combination of the Slip-On Line system and Evolution link pipe set are guaranteed. In-depth engineering has produced a unique sound profile, distinctly different from the stock system, yielding a deep and sporty sound with no unwanted overtones or drone and an almost racing sound, as well as a significant change to the sound with the valves in the open or closed positions.The control kit to optimize the balance between sportiness and comfort is included, together with the receiver and Sound Remote controller (or smartphone app) to regulate the valves.When installing the Akrapovič Evolution link pipe set, remapping the ECU is mandatory in order to prevent potential “check engine light” warning signals.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,BMW,"M2 Competition (F87N) - OPF/GPF",2018,2020,28834,130898
E-BM/T/5,E-BM/T/5-152,"Evolution Link pipe set (Titanium)","OP - Optional part",,"Evolution Link Pipe Set (Titanium) was tested and developed together with Slip-On Line (Titanium). The system was developed on BMW M2 Competition (F87N) equipped with OPF/GPF, however it fits both versions (OPF and non OPF).The Evolution link pipe set upgrades the Slip-On system to the Evolution system, which consists of a slip-on rear muffler and larger Evolution link pipe tubes with a middle muffler, all designed to make the performance and workmanship of the complete system as perfect as it looks. It is crafted entirely from titanium. The whole system is designed to provide the smoothest flow. The power and torque gains of the M2 Competition with the combination of the Slip-On Line system and Evolution link pipe set are guaranteed. In-depth engineering has produced a unique sound profile, distinctly different from the stock system, yielding a deep and sporty sound with no unwanted overtones or drone and an almost racing sound, as well as a significant change to the sound with the valves in the open or closed positions.The control kit to optimize the balance between sportiness and comfort is included, together with the receiver and Sound Remote controller (or smartphone app) to regulate the valves.When installing the Akrapovič Evolution link pipe set, remapping the ECU is mandatory in order to prevent potential “check engine light” warning signals.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,BMW,"M2 CS (F87N)",2020,2021,28834,138130
E-BM/T/5,E-BM/T/5-153,"Evolution Link pipe set (Titanium)","OP - Optional part",,"Evolution Link Pipe Set (Titanium) was tested and developed together with Slip-On Line (Titanium). The system was developed on BMW M2 Competition (F87N) equipped with OPF/GPF, however it fits both versions (OPF and non OPF).The Evolution link pipe set upgrades the Slip-On system to the Evolution system, which consists of a slip-on rear muffler and larger Evolution link pipe tubes with a middle muffler, all designed to make the performance and workmanship of the complete system as perfect as it looks. It is crafted entirely from titanium. The whole system is designed to provide the smoothest flow. The power and torque gains of the M2 Competition with the combination of the Slip-On Line system and Evolution link pipe set are guaranteed. In-depth engineering has produced a unique sound profile, distinctly different from the stock system, yielding a deep and sporty sound with no unwanted overtones or drone and an almost racing sound, as well as a significant change to the sound with the valves in the open or closed positions.The control kit to optimize the balance between sportiness and comfort is included, together with the receiver and Sound Remote controller (or smartphone app) to regulate the valves.When installing the Akrapovič Evolution link pipe set, remapping the ECU is mandatory in order to prevent potential “check engine light” warning signals.THIS PRODUCT DOES NOT MEET EMISSION COMPLIANCE REQUIREMENTS FOR STREET OR HIGHWAY USE.","New Avgassystem","Sports Coupe",Car,BMW,"M2 CS (F87N) - OPF/GPF",2020,2021,28834,138130
